student_id,name,email,phone_number,gender,age,attendance_rate,study_hours_per_day,past_failures,family_income,scholarship,specialization,cgpa,internship_score,case_studies,dropout_status
STU_915869,Ojas Yadav,ipillai@example.org,+919244971526,Female,21,77.4,5.5,0,High,No,Marketing,6.1,9,37,1
STU_309337,Anusha Balan,bkurian@example.com,+919722278587,Female,23,86.2,9.3,0,Medium,No,Marketing,7.65,3,7,0
STU_903107,Lucky Butala,yutika97@example.org,+919997323609,Female,23,89.6,7.9,0,Medium,No,HR,7.27,3,9,0
STU_444827,Falak Upadhyay,jchhabra@example.com,+919105338051,Female,18,87.0,2.1,0,Medium,No,Marketing,7.34,5,25,0
STU_359877,Vihaan Mittal,bachittarvarghese@example.net,+917760786833,Female,19,98.6,4.3,1,High,Yes,HR,7.09,7,13,0
STU_216673,Rajata Borra,rachitsuri@example.com,+918297719825,Female,20,71.2,2.3,0,Medium,Yes,Marketing,5.93,5,7,0
STU_159196,Janya Tank,williamedwin@example.org,+919624450881,Male,21,78.2,6.9,0,High,No,Marketing,7.81,4,16,1
STU_305061,Harshil Majumdar,qbandi@example.org,+919935846384,Male,20,69.9,2.1,0,High,No,HR,6.82,2,6,1
STU_519936,Hemangini Chandran,krishraghav@example.org,+917648207262,Female,18,81.8,7.2,0,High,No,HR,7.84,2,38,0
STU_293128,Yug Contractor,garima39@example.org,+919712097648,Male,23,74.3,5.5,0,Low,No,HR,6.38,9,11,0
STU_485014,Ekaja Bose,xgarg@example.com,+916844326085,Female,22,76.6,6.4,0,Low,No,HR,6.96,4,18,0
STU_660743,Frado Narayanan,nagiudarsh@example.net,+919107624516,Male,19,62.3,4.3,0,Medium,Yes,HR,5.61,7,47,1
STU_895662,Lipika Sahni,ishani02@example.com,+917500005339,Female,19,78.3,0.8,0,Medium,No,Marketing,6.4,2,27,0
STU_667354,Chaaya Oak,parmergagan@example.org,+918797942942,Female,18,92.3,8.5,0,High,No,Marketing,6.35,7,9,0
STU_243660,Ojasvi Soni,nayakgautam@example.net,+918529842276,Female,20,96.3,5.2,0,Medium,No,HR,6.53,8,25,0
STU_198919,Ekapad Master,ysunder@example.com,+916917416757,Female,20,82.5,2.5,1,Medium,No,Marketing,7.93,9,21,1
STU_492566,Gaurangi Srinivasan,vanyagour@example.net,+919126765302,Male,20,71.0,1.9,1,Medium,No,HR,7.08,8,41,1
STU_794889,Yatin Sani,somanbaghyawati@example.org,+918271328494,Female,19,94.5,2.2,0,Medium,No,Marketing,7.18,9,30,0
STU_211784,Turvi Wagle,aryahardik@example.net,+916078066138,Male,18,96.8,4.7,0,Medium,No,Marketing,5.12,4,27,1
STU_559273,Urmi Guha,wmistry@example.org,+918633620198,Female,22,74.5,6.8,0,Low,No,Marketing,6.9,3,11,0
STU_344618,Chaitanya Sunder,geetikarao@example.org,+917759148756,Female,23,81.4,9.4,0,High,No,HR,7.24,2,22,0
STU_688270,Akshay Kumar,ikbalraval@example.net,+919616791426,Male,22,82.6,7.5,0,High,No,Marketing,5.39,2,45,0
STU_372100,Jack Mane,dsamra@example.net,+918346987033,Male,22,83.8,1.5,1,Low,No,HR,7.58,1,9,1
STU_668246,Chatresh Sangha,bakshiekani@example.org,+918409022063,Female,22,77.6,3.6,0,Medium,No,HR,7.39,3,8,0
STU_217635,Falguni Choudhry,jaimohanty@example.org,+918373577167,Male,22,87.9,1.1,0,High,No,HR,6.35,1,40,0
STU_960839,Oviya Chakraborty,azaan78@example.com,+917017717122,Male,18,94.0,3.5,1,Low,No,Marketing,8.17,6,41,0
STU_781627,Gautami Chaudhari,varenya31@example.net,+918072550960,Male,23,86.9,4.8,0,Medium,Yes,Marketing,7.48,5,28,0
STU_733409,Isha Ravel,xalak47@example.org,+919610993083,Male,23,90.4,4.3,0,Medium,No,Marketing,7.82,9,17,1
STU_278086,Unnati Chopra,cminhas@example.org,+917069582958,Female,18,73.1,2.0,0,Low,No,Marketing,6.71,1,49,0
STU_402033,Alka Dugar,krish39@example.org,+919660989257,Female,18,80.5,4.0,1,High,No,Marketing,6.11,6,44,1
STU_906008,Manya Doshi,hdas@example.com,+917478629882,Female,21,94.2,8.4,0,Medium,No,HR,5.28,6,30,1
STU_702823,Anthony Atwal,anamika46@example.net,+917741176019,Male,19,83.8,3.4,0,Medium,No,HR,6.75,8,23,1
STU_175288,Praneel Mallick,vkeer@example.org,+917564607196,Female,21,76.2,9.1,0,High,No,Marketing,7.46,5,22,0
STU_272265,Ekalinga Natarajan,ndas@example.com,+919638278716,Female,23,84.3,5.3,0,Low,No,HR,5.35,2,14,0
STU_351289,Ojasvi Kota,arajagopalan@example.org,+916507914504,Male,19,60.7,4.4,0,Low,No,HR,6.4,6,30,0
STU_308338,Qushi Brar,ojasvi13@example.net,+916857157809,Male,23,89.1,1.5,0,Medium,No,Marketing,6.26,6,10,1
STU_836539,Naksh Choudhury,qasimhora@example.com,+917083932521,Male,19,92.6,3.9,0,High,No,Marketing,6.09,8,28,0
STU_793638,Vasatika Raman,arin49@example.com,+916798537820,Male,19,77.3,2.1,0,High,No,Marketing,6.27,2,6,1
STU_471333,Veda Merchant,oommenmadhav@example.com,+917874551349,Male,18,90.4,6.2,0,Medium,No,Marketing,7.2,1,21,1
STU_996038,Vidhi Shankar,sampathodika@example.net,+918772795577,Female,22,84.5,3.6,0,Medium,Yes,Marketing,8.37,4,29,0
STU_862381,Falak Varma,gprabhakar@example.net,+919800258386,Male,20,89.7,2.7,1,Low,No,HR,7.23,9,31,0
STU_970084,Hitesh Kari,auroralopa@example.net,+919339942991,Female,20,93.8,6.5,0,High,No,HR,5.31,7,40,0
STU_268441,Samuel Varkey,ronithgarg@example.com,+919289282031,Female,20,67.6,13.0,0,Medium,No,Marketing,6.42,3,14,1
STU_915937,Manya Sangha,bobalnathaniel@example.com,+918484715348,Male,20,72.6,2.8,1,Medium,Yes,HR,6.72,4,40,1
STU_604354,Yatin Luthra,pradhanwarjas@example.net,+919337612403,Female,19,92.6,4.0,1,Medium,No,Marketing,5.43,9,49,1
STU_306443,Ikbal Dara,tgoel@example.org,+918805386551,Male,18,89.7,2.7,1,Medium,No,Marketing,7.28,3,13,0
STU_638574,Thomas Lall,rachit07@example.net,+919472125372,Male,22,92.2,5.7,1,Medium,No,HR,7.48,3,7,0
STU_405237,Hamsini Dubey,taraksachdev@example.org,+917174830994,Male,18,97.2,2.7,0,Low,No,Marketing,7.03,2,47,0
STU_625937,Ishanvi Murthy,aditya35@example.org,+917995513740,Male,18,90.4,3.9,1,Medium,No,HR,8.64,3,49,0
STU_977280,Warhi Chatterjee,dominic58@example.net,+916107544508,Male,22,86.5,2.8,0,Medium,No,Marketing,7.85,9,32,0
STU_888252,Harish Mahal,max27@example.com,+919919870546,Female,22,99.6,3.0,0,Low,No,HR,7.07,3,13,1
STU_799594,Ekta Shankar,ekantakhare@example.net,+917093150861,Female,20,63.4,6.3,1,Low,Yes,HR,8.14,6,13,0
STU_610510,Yagnesh Lalla,shivanisanghvi@example.com,+919365757160,Male,18,79.3,3.9,0,Medium,No,HR,7.85,7,20,0
STU_339546,Isha Uppal,achoudhry@example.net,+916242329161,Female,22,80.9,1.0,0,Medium,Yes,Marketing,6.87,5,32,0
STU_840649,Ayush Dayal,narainaarini@example.org,+919945187679,Male,22,89.6,5.3,0,Medium,Yes,HR,6.83,7,19,0
STU_674153,Udant Raj,inayabhatti@example.com,+916660753432,Male,21,86.1,4.8,1,High,No,Marketing,5.6,1,9,0
STU_226215,Amruta Chowdhury,nishamorar@example.org,+918287305797,Male,23,84.9,4.4,0,Medium,No,HR,7.63,7,41,0
STU_858056,Frado Butala,iandra@example.com,+916729821698,Female,18,85.0,4.5,0,Medium,No,HR,8.15,9,47,0
STU_150110,Theodore Shah,nakul18@example.net,+918941295531,Male,23,87.9,5.7,0,High,No,HR,7.2,2,5,0
STU_672469,Samaksh Chaudhary,inatt@example.org,+917239320462,Female,19,88.7,7.6,1,Low,Yes,Marketing,6.91,1,15,0
STU_273595,Nathan Dey,zinal15@example.org,+918043790294,Male,19,83.1,3.6,1,High,No,Marketing,6.54,4,30,0
STU_999360,Nisha Puri,diyachacko@example.net,+919856340366,Female,22,80.6,2.9,0,Medium,No,Marketing,7.22,8,44,0
STU_801038,Rachit Kadakia,rudra37@example.com,+916284494891,Female,21,91.8,4.9,0,Medium,No,Marketing,8.28,5,28,0
STU_252753,Ishani Nagi,oscar55@example.net,+916172572438,Female,23,96.0,3.6,1,High,No,HR,7.1,2,25,1
STU_576711,Chakradhar Pall,wriddhish41@example.org,+919720020088,Female,23,83.0,1.4,0,Medium,No,Marketing,6.8,8,33,0
STU_452145,Meera Baral,wablebalhaar@example.com,+916822464856,Male,20,73.0,2.2,0,High,No,HR,7.3,2,39,0
STU_821656,Wazir Bhavsar,nachiket63@example.net,+917501146284,Female,19,92.1,1.1,1,Low,No,Marketing,8.51,1,34,0
STU_580689,Theodore Nigam,rsankar@example.com,+919954101898,Male,19,84.0,1.0,0,Medium,No,Marketing,7.33,3,19,0
STU_914476,Guneet Tata,tpillay@example.com,+919966980374,Female,21,98.2,9.5,0,High,No,Marketing,6.07,2,23,0
STU_482455,Yashawini Nath,guptamekhala@example.org,+916029793666,Male,18,69.3,4.0,0,High,No,Marketing,5.67,6,24,1
STU_857272,Jatin Pandit,chaudryansh@example.com,+919785149839,Female,19,92.8,6.1,1,Medium,No,Marketing,5.61,9,23,0
STU_796010,Amruta Kannan,chanayug@example.org,+917840458827,Female,22,81.2,3.5,0,High,No,Marketing,8.12,3,9,0
STU_361091,Dalaja Buch,qghosh@example.net,+917955888574,Male,18,82.5,2.6,1,Low,No,Marketing,7.95,6,37,1
STU_192982,Bhavani Om,girindra69@example.com,+918057956007,Female,20,88.8,4.4,0,Medium,No,HR,7.99,3,34,0
STU_486084,Henry Bail,chaudhurigaurav@example.com,+916440279547,Male,23,89.8,5.4,0,Low,No,Marketing,7.19,2,17,0
STU_325017,Parth Sarkar,omishapandey@example.net,+918419303650,Female,23,83.5,7.4,0,Medium,No,Marketing,9.14,9,47,0
STU_944726,Zinal Mital,aadikhosla@example.com,+918709105361,Female,23,68.1,2.2,1,Medium,No,HR,7.93,9,20,1
STU_380998,Keya Magar,luthrawyatt@example.net,+919824713925,Male,19,86.9,1.4,1,High,Yes,HR,9.71,6,23,1
STU_433295,Libni Murthy,nsahota@example.com,+917783241485,Female,20,63.7,4.3,0,Medium,No,HR,6.3,5,29,1
STU_513734,Priya Kale,chandran02@example.net,+916535139065,Female,20,92.6,3.4,1,High,No,Marketing,5.38,2,6,0
STU_686469,Chaman Ghose,pooja89@example.org,+918692242431,Female,23,81.8,1.1,2,Medium,No,HR,8.17,5,29,1
STU_800543,Bhavika Kale,munshiidika@example.com,+916610607672,Female,22,85.6,5.5,0,Medium,No,HR,6.58,9,24,0
STU_298522,Dalaja Babu,owen55@example.org,+917673772840,Female,23,82.9,1.5,0,High,No,HR,8.68,5,30,0
STU_773668,Sneha Mital,advikadugar@example.org,+916719658044,Female,23,95.8,5.4,0,Medium,No,Marketing,5.86,2,12,0
STU_415686,Girish Sodhi,ugaba@example.net,+916978599866,Male,23,91.4,2.7,1,High,No,Marketing,7.55,4,48,0
STU_877725,Dominic Kara,daraucchal@example.com,+919042926419,Female,23,71.9,2.4,0,Medium,No,HR,8.13,8,35,0
STU_613350,Baghyawati Khurana,chayer@example.org,+917742299114,Male,22,87.8,3.6,0,Medium,No,HR,6.97,2,34,0
STU_643487,Urishilla Chatterjee,nikita66@example.net,+919387220907,Male,19,90.9,5.1,0,High,No,Marketing,7.08,9,17,0
STU_161971,Dhriti Chand,pborah@example.net,+919295248991,Male,21,78.2,5.6,1,Medium,No,HR,6.73,9,19,0
STU_276304,Hritik Basak,nathaniel55@example.com,+916732708433,Male,23,74.5,1.6,0,High,Yes,Marketing,7.02,3,31,0
STU_263973,Tamanna Mand,sankarlucky@example.com,+918060130017,Male,19,94.5,1.4,0,Low,No,HR,8.26,3,13,0
STU_358207,Krisha Chand,chowdhuryreva@example.com,+916988425232,Male,21,80.9,3.6,0,Medium,No,HR,7.78,3,25,1
STU_311875,Ryan Shankar,megha80@example.org,+918179689050,Male,21,81.7,6.7,0,Medium,No,HR,6.93,8,13,0
STU_230665,Gautam Chadha,pranitpadmanabhan@example.com,+916541236939,Male,20,80.2,5.3,1,Medium,No,HR,7.74,9,29,1
STU_260471,Widisha Seth,chadaethan@example.org,+919922893901,Male,23,75.5,8.2,0,Low,No,HR,5.38,2,27,0
STU_200327,Wahab Nayar,jeevika63@example.com,+916252253351,Male,21,91.5,5.6,0,High,Yes,HR,7.32,9,25,0
STU_460442,Radhika Tiwari,ekanimenon@example.org,+916912532480,Female,18,97.1,1.0,0,Low,Yes,Marketing,6.37,8,21,0
STU_387819,Balvan Parmer,gparmar@example.org,+917146189358,Male,20,93.8,1.7,0,Medium,No,Marketing,6.71,5,27,0
STU_401432,Krishna Goel,tanmayiraju@example.org,+919860614832,Female,22,80.5,3.1,0,High,No,HR,8.44,8,7,0
STU_894677,Wyatt Bhargava,chaayachandra@example.com,+917313484234,Female,22,60.8,7.5,0,High,Yes,HR,7.1,2,47,0
STU_186243,Qasim Sama,yadaviwable@example.net,+918745756535,Female,18,79.8,7.4,0,Medium,No,Marketing,8.5,2,24,0
STU_835330,Vamakshi Agarwal,duaquincy@example.org,+918028051216,Male,23,83.0,4.8,0,Medium,No,HR,6.28,7,22,0
STU_535745,Tamanna Gupta,vyanjanakaur@example.com,+918158918391,Male,19,90.0,5.4,0,High,No,Marketing,7.45,8,37,0
STU_289209,Guneet Nagar,vgara@example.com,+918120593089,Male,21,79.0,2.0,0,Medium,No,Marketing,6.13,1,36,0
STU_408066,Madhavi Nayar,ehalder@example.net,+917537188327,Female,20,82.9,3.1,0,High,No,Marketing,7.83,9,46,1
STU_502220,Krishna Savant,vihaangandhi@example.org,+919233573882,Female,19,89.4,5.5,0,Medium,No,Marketing,7.79,7,27,1
STU_715151,Arunima Muni,kotharidivya@example.org,+917153410725,Female,18,80.2,3.7,0,Medium,No,HR,9.9,9,6,0
STU_263063,Frederick Saha,isaiahsabharwal@example.com,+917851474997,Female,19,93.7,2.9,1,High,No,HR,7.77,9,48,0
STU_631744,Sanya Boase,modyshaurya@example.net,+919522796414,Female,18,95.6,8.2,0,High,No,HR,7.16,2,39,0
STU_912532,Anmol Raval,edhithachaudry@example.com,+917173717617,Male,19,71.5,5.1,0,Medium,Yes,HR,6.64,8,14,1
STU_206370,Mitali Kant,jatin34@example.org,+917294596316,Male,20,81.9,6.4,0,Low,No,HR,5.0,3,14,0
STU_765805,Kalpit Bora,kchandra@example.org,+917734476163,Male,18,90.1,1.8,1,Low,Yes,HR,6.49,9,35,0
STU_843970,Osha Narayan,dupadhyay@example.net,+918477854416,Female,19,69.1,3.8,1,Medium,No,Marketing,8.71,6,28,0
STU_528958,Vedant Biswas,jyotivarty@example.net,+917512641183,Female,20,69.0,8.4,2,Medium,No,Marketing,7.63,1,46,1
STU_296030,Gayathri Datta,bhallariya@example.net,+918304554273,Male,19,86.2,2.2,1,High,No,Marketing,7.54,5,7,1
STU_841231,Liam Prakash,kashish15@example.net,+917999302969,Female,21,84.0,3.3,0,Medium,Yes,Marketing,6.82,7,15,1
STU_302003,Tanay Kohli,tsubramanian@example.com,+918179603012,Male,22,81.5,2.3,1,Low,No,Marketing,7.13,8,7,1
STU_601351,Tanay Lalla,xluthra@example.org,+916638359083,Female,19,90.4,4.9,1,Medium,No,Marketing,7.0,1,31,0
STU_186202,Vritti Kibe,urmichoudhry@example.net,+918037723179,Male,18,84.8,2.9,0,Low,No,HR,6.85,7,20,1
STU_616209,Bhavna Chana,ptiwari@example.com,+916463347048,Male,21,79.8,1.4,0,Low,Yes,HR,6.24,4,35,0
STU_588415,Nandini Agarwal,aashinatarajan@example.org,+916142234614,Female,19,75.0,2.1,0,Medium,No,HR,6.5,2,12,0
STU_797679,Vinaya Kala,dhawanyahvi@example.org,+916081736014,Female,18,80.7,3.4,0,High,No,Marketing,5.25,9,36,1
STU_839002,Chakradhar Nazareth,sanevidhi@example.com,+919969061340,Female,21,98.1,4.0,2,Medium,No,Marketing,7.4,4,24,1
STU_850366,Laban Venkataraman,isaac65@example.net,+918430584119,Male,18,51.9,2.7,0,Medium,Yes,Marketing,5.74,2,36,0
STU_300707,Chanakya Sawhney,bhanumatidewan@example.org,+919551885250,Male,22,93.2,1.4,0,Low,No,Marketing,8.03,9,16,0
STU_678344,Tejas Lad,malhotrayagnesh@example.org,+916726463037,Male,20,91.6,4.6,0,High,No,HR,7.18,7,41,1
STU_774049,Eta Mangal,utkarshsridhar@example.org,+918367298258,Male,19,82.6,5.1,0,High,Yes,Marketing,8.55,2,7,0
STU_670837,Odika Shankar,parmervarenya@example.com,+916876343392,Female,19,71.9,2.0,0,Medium,No,HR,5.71,1,43,1
STU_768641,Arunima Borah,vartyyagnesh@example.org,+916991040194,Male,19,76.9,4.1,0,High,Yes,HR,5.72,7,34,1
STU_761290,Bachittar Sama,shaurya43@example.net,+918983048972,Female,19,81.8,4.6,0,Low,No,HR,7.17,9,36,0
STU_134894,Joshua Som,prakashmohammed@example.net,+918385003095,Female,18,82.5,5.1,0,Low,No,Marketing,6.76,9,13,0
STU_427456,Anita Sen,kaisama@example.net,+918060853896,Female,19,77.2,1.2,0,Medium,Yes,HR,6.25,5,29,0
STU_185998,Nidhi Nayak,karalila@example.net,+919712726750,Male,21,68.4,3.4,0,Medium,No,HR,6.83,7,31,0
STU_393534,Arin Pal,asuri@example.com,+917836421588,Male,22,82.7,8.3,2,Medium,No,Marketing,6.72,9,9,1
STU_262833,Ekansh Krishnan,gabriel76@example.net,+917051886221,Male,22,56.1,4.4,0,High,No,HR,7.56,1,33,0
STU_165811,Rachita Tiwari,rajata79@example.net,+918348143305,Female,20,83.8,5.3,1,Medium,No,HR,8.21,7,6,1
STU_208991,Sanya Dua,aadhya02@example.net,+917053754039,Female,23,85.6,5.7,0,Low,No,Marketing,7.18,4,35,0
STU_160073,Vamakshi Apte,umangprasad@example.net,+919044046993,Male,20,79.8,4.7,1,Medium,No,Marketing,7.73,8,12,0
STU_748201,Yachana Kata,amruta61@example.net,+917749579119,Male,20,77.3,0.4,0,Low,No,HR,7.69,1,20,0
STU_585082,Janani Keer,ghoseisaac@example.org,+919718784564,Female,19,93.7,4.6,0,High,No,HR,8.39,3,46,0
STU_563160,Andrew Dara,arya67@example.com,+916144938733,Female,21,85.8,5.9,0,Medium,Yes,HR,8.26,8,33,0
STU_463489,Urishilla Ram,mkrishna@example.net,+917115790022,Male,19,97.7,5.4,1,Medium,No,Marketing,7.27,3,11,0
STU_830610,Idika Buch,vidhi57@example.net,+918471497306,Female,23,81.4,1.3,0,Medium,No,Marketing,6.72,5,18,0
STU_256375,Anvi Sama,chakrika42@example.org,+917665351202,Female,19,88.1,5.6,0,Medium,No,HR,7.37,6,9,0
STU_999239,Wyatt Kata,anita35@example.net,+916696245740,Male,18,92.4,4.1,2,Low,No,HR,8.61,7,41,1
STU_753450,Adweta Goyal,borapavani@example.org,+918324957198,Female,22,93.8,3.7,1,Low,Yes,Marketing,7.22,3,30,1
STU_602159,William Vala,lakshitmodi@example.com,+918998831154,Male,23,89.6,4.9,1,Medium,No,HR,9.08,7,7,0
STU_963313,Udyati Babu,jtaneja@example.org,+919408387326,Male,20,77.5,2.2,1,Medium,Yes,HR,8.3,7,46,0
STU_236310,Laksh Guha,girindrarau@example.com,+916560866876,Male,21,87.7,6.9,1,High,No,Marketing,8.85,3,38,0
STU_532757,Imaran Naidu,qadim61@example.com,+917147368108,Male,23,82.7,5.1,0,Medium,No,HR,8.52,6,32,0
STU_979229,Hredhaan Pau,sundaramchameli@example.net,+917617911813,Male,21,78.6,6.1,0,Medium,No,Marketing,6.97,4,20,0
STU_927166,Zayyan Kapur,utiwari@example.com,+916916412476,Female,18,87.4,2.7,0,Medium,No,Marketing,7.88,7,43,0
STU_412199,Girish Sami,yagnesh54@example.org,+918358016329,Male,21,79.8,4.3,0,Medium,No,Marketing,5.46,6,22,0
STU_252599,Dipta Koshy,nicholassalvi@example.net,+918520488819,Male,20,75.0,3.1,0,Medium,No,Marketing,7.06,6,19,0
STU_696094,Anika Bala,owenmaster@example.net,+918344091888,Male,22,74.0,12.4,1,High,No,Marketing,6.75,9,17,0
STU_122141,Max Mutti,dayamai79@example.org,+917449302489,Female,18,82.7,1.1,0,High,No,Marketing,6.86,9,33,1
STU_741390,Chavvi Dugar,ishwar79@example.net,+916501511166,Female,21,91.7,2.3,1,High,No,HR,7.14,3,45,0
STU_474220,Balhaar Manda,vasudhatella@example.com,+916284075443,Male,22,79.5,2.7,0,Medium,No,Marketing,8.5,8,23,0
STU_338374,Meera Gole,wriddhishaggarwal@example.net,+917084203088,Female,22,89.4,2.6,0,Medium,No,Marketing,6.37,7,30,0
STU_269828,Ishani Acharya,ekapadyogi@example.net,+918139409985,Male,19,93.0,3.7,1,Low,Yes,HR,8.14,2,43,0
STU_447790,Januja Merchant,ythakkar@example.net,+918328339489,Female,21,63.0,2.5,0,High,No,Marketing,6.97,6,44,0
STU_954131,Christopher Banik,ojasvigole@example.org,+917757828732,Male,22,94.7,2.3,0,High,No,Marketing,7.43,4,10,0
STU_178021,Bina Goda,kalavasatika@example.com,+918964826271,Male,20,77.5,1.2,0,Medium,No,Marketing,7.89,5,9,0
STU_525399,Dev Seshadri,misraatharv@example.com,+917365956235,Female,21,82.4,8.4,2,Medium,No,Marketing,6.85,6,26,0
STU_942761,Lohit Chander,xalakbaria@example.com,+917384625040,Female,20,63.3,4.0,0,High,No,HR,8.71,8,25,0
STU_510409,Ishita Dhawan,triya24@example.com,+916032286098,Male,19,95.6,2.9,0,Medium,No,Marketing,8.3,7,5,1
STU_763019,Tara Behl,chaaya52@example.com,+918097632887,Male,21,79.4,4.2,0,Medium,No,HR,7.44,7,38,0
STU_498581,Indali Seshadri,bbarman@example.com,+919557425618,Female,22,68.7,9.6,0,Medium,No,HR,7.4,4,9,0
STU_748891,Yadavi Kannan,balveergokhale@example.com,+917493509082,Male,19,96.5,3.1,0,Medium,No,HR,6.76,4,16,0
STU_309531,Hiral Setty,zparekh@example.com,+917917365131,Male,22,93.9,6.7,0,High,No,HR,7.48,1,38,0
STU_584653,Yutika Bedi,dubeyaarna@example.net,+917890789014,Male,19,77.0,1.6,0,High,No,Marketing,6.11,9,37,0
STU_341888,Tamanna Kar,chanchalsaxena@example.net,+918399900329,Male,18,94.1,5.3,1,High,No,HR,6.68,4,45,0
STU_316523,Nidra Wali,yagnesh77@example.net,+919771274325,Female,21,88.7,3.5,0,Medium,Yes,HR,8.47,2,36,0
STU_990298,Kiaan Lalla,akshaysagar@example.org,+917183775478,Male,19,97.7,6.7,0,Medium,No,Marketing,6.31,4,48,0
STU_944880,Kashish Raja,naidujagvi@example.org,+916932339026,Male,19,78.7,8.4,0,Medium,No,Marketing,8.6,8,9,0
STU_314404,Edhitha Dugar,warhigade@example.org,+917409169004,Female,21,73.4,7.8,0,High,No,Marketing,6.95,3,11,0
STU_500824,Ojas Mani,khalsabalvan@example.net,+918181922913,Male,19,75.2,11.1,1,Medium,No,HR,6.7,6,24,1
STU_738747,Neelima Goda,ysundaram@example.org,+917448803786,Female,20,85.1,3.5,0,Medium,No,HR,5.28,6,38,1
STU_364493,Bhavika Mutti,gseshadri@example.org,+919642052981,Female,22,92.9,3.1,1,Medium,No,HR,7.09,5,22,0
STU_844792,Om Mitter,bailojasvi@example.org,+916407723093,Male,19,89.5,1.5,0,High,No,Marketing,5.26,1,27,1
STU_229437,Gopal Nayak,sarinlipika@example.com,+916578129500,Male,18,64.8,1.0,0,High,Yes,HR,7.5,8,8,0
STU_236626,Dipta Natarajan,amol32@example.net,+918099697374,Female,18,89.0,7.9,0,Medium,No,Marketing,6.79,3,30,0
STU_799697,Advik Tank,omkaar94@example.org,+919671338935,Female,18,83.3,2.6,0,Medium,No,HR,6.13,4,42,0
STU_912688,Manya Mannan,ldada@example.net,+919328636494,Male,21,93.3,4.7,0,Medium,No,HR,9.12,1,15,0
STU_838217,Aradhana Merchant,varenya02@example.com,+919724724774,Male,22,61.6,3.7,0,Medium,No,Marketing,7.32,3,47,1
STU_995477,Jagat Datta,advaithnath@example.org,+916734499411,Female,19,97.0,1.0,2,Medium,No,HR,7.23,2,38,1
STU_184417,Anirudh Chakraborty,zaidnatt@example.com,+918919284733,Female,18,97.3,8.6,0,High,No,HR,7.35,5,21,0
STU_635636,Anjali Nagarajan,ekalingamall@example.com,+918642294886,Male,22,82.7,3.6,0,Low,No,HR,7.87,2,7,1
STU_958032,Vincent Kunda,abdul49@example.net,+916375833754,Male,18,84.5,9.3,0,Medium,No,Marketing,8.63,4,5,0
STU_871755,Utkarsh Ramakrishnan,sahaonveer@example.net,+919604940907,Female,18,93.2,6.9,0,Medium,No,Marketing,6.49,6,35,0
STU_244978,Kalpit Varkey,cherianaishani@example.org,+919706599798,Female,23,95.9,4.1,1,High,No,Marketing,8.17,7,17,0
STU_121871,Mitesh Thaman,ykurian@example.net,+916827622926,Male,19,68.8,2.3,1,High,No,HR,8.89,2,17,0
STU_447446,Rehaan Chada,nbaral@example.net,+916383859155,Male,20,82.9,6.3,1,High,No,HR,7.8,9,13,1
STU_782726,Yadavi Balasubramanian,aptechristopher@example.com,+916123657825,Male,18,87.0,3.8,0,Medium,No,HR,5.08,6,44,0
STU_385741,Karan Suri,nathrishi@example.com,+919399649849,Female,22,86.5,2.8,1,Medium,No,HR,8.8,6,39,1
STU_609486,Urishilla Ram,devihardik@example.net,+916755536643,Male,20,69.2,3.4,0,High,No,Marketing,7.16,4,6,1
STU_136273,Yashoda Gandhi,hiteshthakkar@example.org,+916994388603,Female,19,86.9,8.1,1,High,No,Marketing,6.82,5,26,1
STU_767404,Jatin Mohan,rajasarthak@example.org,+916265976280,Female,22,83.0,5.8,0,Medium,Yes,HR,6.39,9,36,0
STU_677993,Eshana Bose,kchakraborty@example.org,+918301922554,Male,18,89.4,3.1,0,Medium,No,Marketing,7.61,7,45,0
STU_710485,Ethan Kibe,sdoshi@example.org,+917917508936,Male,21,68.0,3.9,0,Medium,No,HR,8.04,8,34,0
STU_303198,Yasti Palla,chakradharpatil@example.org,+916471141345,Male,20,94.9,0.8,0,Low,Yes,HR,7.51,5,44,1
STU_533153,Xalak Nagy,zaid56@example.net,+917290107277,Female,19,76.9,2.7,1,Medium,No,Marketing,10.0,1,26,0
STU_691107,David Chand,edwinwidisha@example.net,+917685887154,Female,23,86.0,6.2,0,Low,No,HR,8.27,2,6,1
STU_633683,Wridesh Sachdeva,manya68@example.net,+919898580732,Female,19,89.2,2.5,0,Low,No,Marketing,7.9,7,16,0
STU_892558,Daksha Sarraf,xmahajan@example.com,+916159615288,Female,23,85.7,1.8,0,High,Yes,Marketing,8.14,8,14,1
STU_113816,Ekani Pai,timothysood@example.net,+918539753670,Male,20,84.4,1.2,0,Low,No,Marketing,7.71,8,31,0
STU_279029,Dominic Modi,samuel71@example.com,+918464590975,Male,18,79.4,6.5,2,High,No,Marketing,6.39,4,47,1
STU_133730,Charles Bhatnagar,chaitaly13@example.com,+918052479641,Female,18,94.6,2.3,0,Medium,No,HR,7.77,4,31,0
STU_464767,Christopher Chowdhury,lkota@example.com,+918989104607,Male,19,86.3,3.4,0,Medium,No,Marketing,6.87,1,23,1
STU_374559,Akshay Dhaliwal,unni44@example.net,+916428052813,Male,19,92.6,5.5,1,Medium,No,Marketing,8.32,4,16,1
STU_446876,Vrinda Chada,somavni@example.com,+919024503377,Female,21,86.3,3.1,0,High,No,HR,6.56,7,16,1
STU_335689,Janya Purohit,latapanini@example.com,+919309172397,Male,19,94.1,6.2,1,Medium,No,HR,8.08,3,13,1
