student_id,name,email,phone_number,gender,age,attendance_rate,study_hours_per_day,past_failures,family_income,scholarship,department,cgpa,project_score,coding_skills,dropout_status
STU_987495,Xavier Rout,nehamemon@example.com,+917618047841,Male,21,81.3,1.6,0,Medium,No,CS,6.59,86,6,0
STU_597081,Hamsini Khatri,agrawalsaksham@example.com,+919939962701,Male,23,96.0,1.3,0,Medium,No,CS,7.55,39,8,0
STU_663003,Mitesh Lall,chandadaniel@example.org,+917059943396,Male,20,89.5,2.7,0,Medium,No,ME,7.51,65,7,0
STU_910229,Udant Nanda,calebdhar@example.org,+919238722745,Female,21,91.4,2.7,0,Low,Yes,CS,5.83,71,9,0
STU_616077,Falguni Lata,cradhakrishnan@example.org,+916794004460,Male,20,89.8,7.2,0,Low,No,ME,6.32,93,8,0
STU_907941,Ijaya Kurian,aarnavvirk@example.org,+918406647099,Male,21,54.2,0.4,0,High,No,CS,6.69,86,5,1
STU_173636,Sneha Gandhi,nnanda@example.net,+919003294738,Male,20,84.3,2.1,0,Low,No,ME,7.87,84,7,0
STU_779984,Qadim Bir,xsant@example.net,+917610125974,Male,19,84.5,9.6,1,Medium,No,ME,4.48,82,1,1
STU_635890,Atharv Chacko,froy@example.net,+918864277739,Female,18,89.3,6.3,0,Medium,No,CS,7.03,87,3,0
STU_242911,Frado Rajagopal,daksheshloke@example.org,+916301647283,Male,19,72.3,1.8,0,Low,No,EC,8.16,55,4,0
STU_651607,Upkaar Bahri,doshiadya@example.com,+919969705705,Male,19,75.0,2.6,0,Low,No,CS,6.93,92,8,0
STU_416728,Falan Randhawa,gshanker@example.com,+919691304239,Female,22,90.0,4.1,0,Medium,No,ME,6.58,53,9,0
STU_836545,Ganga Mangat,parmerxalak@example.org,+919640736045,Female,22,90.4,2.1,0,Low,No,CS,5.08,93,7,0
STU_294296,Aarini Seth,handanirja@example.com,+917735247316,Male,21,82.5,7.4,0,High,Yes,ME,7.89,49,7,0
STU_152895,Naveen Bali,jbhandari@example.com,+919763987410,Male,22,77.2,1.5,0,Low,No,ME,8.09,66,6,0
STU_179262,Girindra Kaur,chandranjoshi@example.net,+917010594998,Female,20,84.5,3.2,0,High,No,CS,5.97,21,5,0
STU_965020,Ira Comar,chanchalpatla@example.com,+916759441845,Male,19,97.7,1.6,0,High,No,CS,7.59,29,7,0
STU_100534,Nidra Peri,droy@example.net,+916271081281,Female,22,82.4,2.0,1,Low,No,EC,6.9,89,6,0
STU_263036,Wishi Konda,upma00@example.com,+916174761545,Male,18,84.4,3.5,0,High,No,CS,6.86,21,8,0
STU_683371,Orinder Baria,janani57@example.net,+917218007600,Female,19,62.2,2.2,1,High,No,EC,7.61,26,4,0
STU_473604,Quincy Muni,nathanielsaxena@example.net,+917858465728,Male,19,90.7,5.3,2,Medium,No,EC,6.36,28,8,1
STU_903028,Mitesh Nath,eta88@example.net,+917231895258,Female,23,86.8,2.8,0,High,Yes,ME,7.39,61,3,0
STU_401630,Liam Grover,gopal35@example.com,+919753617377,Female,22,59.8,4.5,0,High,No,EC,6.18,77,8,0
STU_161867,Warjas Bhardwaj,bhanumatitripathi@example.com,+918850190852,Female,22,92.7,2.4,0,Low,Yes,ME,6.9,68,2,1
STU_458438,Jonathan Khatri,idika86@example.org,+919835312845,Male,20,84.4,2.9,0,Low,No,ME,5.78,24,8,0
STU_218544,Omaja Ravel,lalnitesh@example.org,+919003686096,Male,20,86.6,4.3,0,High,No,EC,5.86,38,1,0
STU_219911,Bina Sagar,manan18@example.net,+916963912008,Male,23,89.3,4.1,0,Medium,Yes,ME,7.57,52,1,0
STU_697805,Yashoda Garg,sankaranwaida@example.org,+918398731182,Male,21,54.3,5.8,1,Low,No,CS,7.62,50,9,0
STU_855486,Krisha Chatterjee,vasakrish@example.com,+919592439431,Female,23,95.0,3.7,1,High,No,EC,7.9,45,1,0
STU_115728,Raagini Raj,aarushboase@example.net,+916765488391,Female,22,78.4,9.4,0,Medium,No,ME,8.94,75,7,0
STU_343015,Raghav Thaker,vinaya38@example.com,+918523102417,Female,21,73.3,0.9,1,Medium,No,CS,7.73,64,8,0
STU_781250,Sachi Sankaran,barkha25@example.org,+916908919820,Male,21,75.3,2.7,0,Medium,No,EC,7.92,64,7,0
STU_923292,Avi Sundaram,vohrasamar@example.com,+917739846426,Male,23,96.5,1.9,0,High,No,CS,9.31,85,8,0
STU_537211,Janya Oommen,thomasmanda@example.com,+918954638498,Female,18,93.2,3.2,1,Medium,No,CS,8.71,61,1,0
STU_927480,Eta Gara,yloke@example.com,+919743210012,Male,18,80.2,1.7,1,Medium,No,EC,6.7,24,1,0
STU_512166,Michael Wason,irya51@example.org,+916884832305,Male,20,78.8,7.8,0,Medium,No,EC,7.75,33,3,0
STU_404137,Pratyush Nadig,abhiram35@example.net,+916237267030,Male,18,73.3,5.9,0,High,No,CS,6.77,41,4,0
STU_892484,Priya Raval,fkata@example.org,+917562042268,Male,19,79.7,1.5,1,High,Yes,CS,7.01,25,9,0
STU_931995,Oliver Yohannan,yash66@example.com,+916513253274,Male,22,80.4,8.1,0,Low,No,EC,6.28,48,9,0
STU_267176,Gauri Ahuja,awable@example.org,+917270211020,Female,23,73.2,6.1,0,Medium,No,EC,7.09,65,7,0
STU_281425,Panini Rajagopalan,zilmildutta@example.com,+916514500698,Female,23,88.3,6.9,2,Medium,No,EC,7.41,86,5,1
STU_624880,Isha Kata,arjunkota@example.org,+917861415385,Female,22,57.9,11.2,1,High,No,ME,8.24,67,7,0
STU_284237,Dominic Mallick,andrew36@example.org,+917105714105,Male,21,77.2,4.3,0,Medium,No,EC,8.28,22,4,0
STU_554563,Leela Konda,pwalla@example.com,+917346715341,Male,22,95.6,4.9,0,Medium,No,ME,7.07,83,5,0
STU_970143,Kavya Sanghvi,gautammangal@example.com,+919320901356,Male,18,89.6,3.2,1,Medium,No,ME,5.77,60,6,0
STU_119148,Bahadurjit Agrawal,oscarkhosla@example.com,+919592366074,Female,19,73.0,7.4,0,Low,No,ME,5.88,65,2,0
STU_591285,Janaki Dhingra,manderhiral@example.org,+918168531737,Female,23,93.7,3.3,0,High,No,CS,7.1,46,6,0
STU_354922,Advaith Gopal,odugar@example.com,+918957496387,Male,20,80.7,5.3,0,Medium,No,EC,7.8,88,9,0
STU_383549,Indali Rajan,qgill@example.com,+916042114405,Male,18,73.7,8.8,0,Low,No,EC,8.56,38,6,0
STU_717558,Kalpit Madan,viraj15@example.com,+916486030276,Male,18,82.5,5.9,0,Medium,No,CS,5.78,75,6,0
STU_709519,Udyati Iyer,ekavirdhar@example.com,+919495372700,Male,19,83.1,6.9,0,Medium,No,ME,6.0,40,7,0
STU_201036,Anya Ramanathan,ishah@example.org,+919737276049,Female,18,73.4,2.9,0,Low,No,CS,8.64,98,2,0
STU_204276,Geetika Gala,vansha15@example.net,+917365674007,Female,21,83.9,8.2,0,Low,Yes,CS,6.77,21,6,0
STU_141476,Luke Srinivas,dalajakalla@example.net,+918467020732,Male,20,92.0,2.6,0,Medium,No,EC,7.71,74,8,0
STU_940749,Sudiksha Sule,imahal@example.org,+919352532552,Male,23,89.9,1.7,0,Medium,No,CS,5.8,22,6,0
STU_666333,Osha Joshi,xbrahmbhatt@example.com,+918840301764,Female,23,79.9,4.7,0,Medium,No,ME,6.79,66,1,0
STU_810044,Ridhi Arya,adityabhattacharyya@example.net,+919980316049,Male,18,75.1,4.6,0,High,No,EC,7.55,88,7,0
STU_797507,Shivansh Konda,udave@example.org,+916695236575,Female,23,78.0,2.2,0,High,No,EC,6.65,97,5,0
STU_522612,Dhriti Parmar,bakshilekha@example.net,+919980640315,Male,22,97.8,5.5,1,Medium,No,ME,7.46,68,5,0
STU_768378,Anmol Yogi,rayaarush@example.org,+919653499130,Female,22,93.1,3.8,0,High,No,ME,7.93,59,9,0
STU_957812,Ekta Karnik,ksahni@example.net,+919109691812,Female,19,81.1,3.7,0,High,No,ME,7.22,40,5,0
STU_750588,Ekbal Ahuja,bchhabra@example.com,+918105278892,Female,23,94.5,2.7,0,Low,Yes,CS,5.98,27,1,0
STU_714751,Rushil Jani,sabharwalyashawini@example.net,+917680739023,Male,18,91.4,1.3,0,Medium,Yes,EC,5.99,75,9,0
STU_980825,Teerth Som,ahari@example.org,+919096731157,Male,23,68.0,3.6,0,High,No,ME,7.24,88,4,0
STU_290555,Yashawini Bains,pravel@example.org,+916756637603,Female,21,90.7,3.3,0,High,No,ME,6.94,78,3,0
STU_784953,Faras Singhal,bhavika79@example.com,+919397519835,Male,18,95.9,9.8,1,Medium,No,EC,6.38,29,7,0
STU_869879,Dominic Panchal,maanav24@example.net,+918739400588,Female,23,96.4,4.5,0,High,No,CS,7.01,63,1,0
STU_938399,Samar Lal,hardikoommen@example.com,+916847746038,Female,19,94.2,2.1,0,High,No,CS,6.74,32,9,0
STU_506135,Chaitaly Solanki,kgrewal@example.com,+919462027146,Female,21,89.3,7.8,0,Medium,Yes,ME,7.48,39,9,0
STU_649131,Ekantika Kata,fbhagat@example.net,+917754510978,Female,18,86.7,4.0,1,Medium,No,CS,6.95,85,5,0
STU_261287,Hamsini Sundaram,yastidas@example.org,+918848651463,Female,20,88.5,1.1,2,Medium,No,CS,8.61,31,5,0
STU_775724,Quincy Ben,max56@example.net,+919337263249,Male,23,91.6,5.0,1,Low,No,ME,6.69,93,6,0
STU_224131,Urvashi Loke,amerchant@example.net,+919382019026,Male,23,93.2,6.8,0,High,No,EC,8.26,32,9,0
STU_633337,Chameli Kala,bhatticharles@example.net,+916243781584,Male,20,68.9,4.6,0,High,No,EC,7.29,68,7,0
STU_599174,Jagat Bhatnagar,girik20@example.net,+917600129900,Female,20,85.6,6.1,0,High,Yes,EC,9.43,73,7,0
STU_771069,Mason Chahal,hkunda@example.com,+916669972894,Female,21,84.7,1.9,0,Medium,No,CS,7.24,56,1,1
STU_517080,Ranbir Raman,ati14@example.net,+918622653965,Male,21,56.5,6.8,0,Medium,Yes,CS,6.59,37,8,0
STU_939613,Chavvi Sridhar,pingleomisha@example.org,+919375151891,Female,19,92.9,5.7,0,High,Yes,CS,7.07,77,5,0
STU_330795,Finn Keer,yadaveiravati@example.net,+916539141759,Female,21,87.8,4.5,0,Low,No,CS,6.11,45,8,0
STU_574107,Dakshesh Rout,dalbir92@example.com,+916567611209,Female,20,97.1,0.5,0,Low,No,EC,5.49,82,7,0
STU_417643,Vasudha Bhatt,ikbalpingle@example.org,+919487625979,Female,21,80.0,6.0,0,High,No,CS,7.06,20,8,0
STU_849820,Tejas Trivedi,abeer02@example.com,+917262107432,Male,22,81.0,4.2,0,High,Yes,ME,7.29,40,5,0
STU_629322,Vihaan Wadhwa,wallaisha@example.net,+916034639482,Male,23,93.2,4.4,0,Medium,Yes,ME,4.0,41,9,0
STU_989780,Aarini Chaudhari,chadasaksham@example.net,+916124271661,Female,18,84.4,4.3,0,Low,No,ME,7.66,53,2,0
STU_420977,Niharika Rastogi,sanayapingle@example.com,+919735945810,Male,23,99.2,4.1,0,Medium,No,CS,6.93,94,6,0
STU_296041,Tristan Pandit,chanda@example.com,+917260597111,Male,23,76.7,1.4,0,High,No,ME,6.72,62,2,0
STU_715869,Mahika Kota,okapoor@example.net,+919714444844,Female,20,75.0,1.5,1,High,No,ME,6.91,50,3,0
STU_466756,Janani Dhingra,vedant59@example.com,+918285791148,Male,22,87.8,5.6,1,Medium,No,CS,7.24,95,7,0
STU_844985,Vansha Anne,damyanti81@example.com,+919694292648,Female,21,79.0,6.0,0,High,No,ME,6.29,38,1,0
STU_695213,Indira Chandran,deolavi@example.com,+918439019269,Female,20,89.6,5.8,1,Medium,No,CS,5.51,69,8,0
STU_463520,Frederick Barman,cmurthy@example.net,+916420212948,Male,20,84.6,5.3,0,Low,No,EC,5.24,61,9,0
STU_415762,Zilmil Ram,chahalkiaan@example.org,+917653385104,Male,21,81.3,0.7,0,High,No,CS,6.1,51,5,0
STU_198335,Jagrati Kalla,rgopal@example.com,+917165966806,Male,19,73.9,4.0,1,High,No,CS,6.76,56,7,0
STU_550932,Liam Chander,harrisonbanerjee@example.com,+917524293211,Male,23,94.7,1.8,0,Low,No,ME,4.8,66,7,0
STU_626517,Dhruv Golla,irattan@example.com,+919001942440,Male,18,83.8,1.5,0,Low,No,EC,7.25,68,4,0
STU_301352,Wriddhish Bhatia,ranbir89@example.org,+916085169917,Female,23,92.0,4.3,0,Medium,No,EC,8.58,97,6,0
STU_914802,Chandani Mand,bhattishanvi@example.com,+918416328122,Female,21,65.1,1.7,1,Medium,Yes,CS,8.19,31,3,1
STU_788643,Tanay Gill,chandran15@example.com,+916785936243,Male,22,77.7,4.0,1,Low,No,CS,6.92,37,3,0
STU_598347,Manthan Chandra,victormuni@example.com,+916980680837,Female,18,84.9,8.1,0,Medium,No,CS,5.6,25,5,0
STU_425329,Hamsini Radhakrishnan,qasim70@example.org,+916527659415,Female,20,81.6,1.7,1,High,No,CS,7.29,45,9,0
STU_759836,Yashvi Patel,nicholassundaram@example.org,+916211455627,Male,18,88.8,1.1,0,Low,No,EC,4.92,82,6,0
STU_205142,Wakeeta Randhawa,advaybadal@example.org,+917910797823,Male,18,90.0,1.0,0,Medium,No,EC,4.72,67,5,0
STU_659302,Zansi Nanda,sanemitesh@example.com,+917404031515,Male,23,78.2,4.2,1,Medium,No,ME,7.37,80,6,0
STU_138511,Darsh Wadhwa,stata@example.net,+918731156513,Male,20,86.6,6.9,1,Medium,No,EC,4.19,72,9,0
STU_915945,Ucchal Pingle,eghosh@example.net,+917323177850,Male,21,81.4,5.6,0,High,No,CS,6.49,24,4,0
STU_236459,Suhani Vasa,falakthakkar@example.net,+919214316952,Female,19,89.2,4.1,0,Medium,Yes,ME,6.99,90,4,0
STU_354434,Chandani Kunda,yashoda07@example.com,+918278713492,Male,18,95.6,1.6,0,Low,No,ME,5.76,99,9,0
STU_743356,Ayushman Sastry,chakradevbajwa@example.net,+919709077821,Female,19,69.3,14.0,0,Medium,No,EC,6.06,36,7,0
STU_894800,Edhitha Khare,noah51@example.org,+918659439004,Female,21,84.3,4.9,0,Medium,No,EC,7.92,66,9,0
STU_440000,Advaith Prabhakar,vedikamanne@example.net,+917447296252,Female,19,90.2,4.1,0,High,Yes,EC,8.1,64,1,0
STU_690264,Lajita Suri,khatrithomas@example.net,+918326218652,Male,19,60.0,6.3,0,Medium,No,EC,6.51,83,2,0
STU_793421,Arunima Kulkarni,venkataramanjalsa@example.net,+917636594175,Male,21,92.8,3.9,0,High,No,EC,7.08,34,5,0
STU_718795,Pratyush Buch,bachittar25@example.com,+917491816585,Male,18,90.9,1.4,0,Medium,No,CS,7.08,90,7,0
STU_747369,Sneha Gera,noah68@example.com,+917906642237,Male,23,68.4,2.3,1,Medium,No,CS,6.88,64,9,0
STU_513829,Shaurya Mishra,saanvibava@example.com,+918639325509,Male,22,65.7,1.3,1,Low,No,CS,7.51,33,4,0
STU_620071,Krish Randhawa,janijeet@example.com,+919884741782,Female,23,87.3,0.9,0,High,No,CS,6.28,59,7,0
STU_764088,Yagnesh Kale,jasmit13@example.net,+919362405559,Male,22,83.7,3.1,0,Low,No,ME,7.31,91,3,0
STU_526951,Hema Randhawa,rohan58@example.net,+916079426299,Male,23,83.7,2.2,0,Medium,No,EC,6.72,46,1,0
STU_786756,Yochana Bava,horaudyati@example.org,+919285373384,Male,19,91.2,3.1,1,Low,Yes,ME,9.03,94,5,0
STU_180897,Meera Ramakrishnan,famble@example.net,+918424542759,Male,21,92.1,1.1,0,Low,No,CS,5.26,62,6,0
STU_611901,Maanas Baral,edeshmukh@example.org,+916989279439,Male,19,67.3,5.0,0,Low,No,EC,8.15,57,4,0
STU_579967,Gayathri Nair,forum81@example.org,+918167698591,Female,19,91.5,5.4,0,Medium,No,ME,6.74,79,1,1
STU_425030,Fiyaz Kapadia,panchalvincent@example.net,+917002095955,Female,18,87.0,3.5,0,Medium,No,EC,6.86,87,2,0
STU_886788,Zinal Shanker,radhika17@example.org,+918818472038,Female,23,90.9,1.7,0,Medium,No,ME,6.58,73,7,0
STU_385333,Varsha Grover,qprabhakar@example.org,+918889568454,Female,23,91.3,10.4,0,High,No,ME,4.39,20,3,0
STU_379607,Lekha Parmar,simon14@example.com,+919452896776,Female,18,84.6,2.0,0,Medium,No,CS,7.71,37,4,0
STU_880035,Zaitra Sibal,xgokhale@example.com,+917462009110,Male,21,91.6,6.3,1,High,Yes,ME,6.06,42,3,0
STU_379208,Jasmit Jha,jatin87@example.net,+916763365214,Male,19,72.8,1.6,0,Medium,No,CS,7.63,38,4,0
STU_930855,Yoshita Kadakia,dchander@example.net,+916116490252,Female,20,76.6,2.2,0,High,No,ME,7.98,57,5,0
STU_341589,Mekhala Shere,wtella@example.net,+916053468866,Female,21,95.9,4.6,0,Medium,Yes,ME,8.53,61,6,0
STU_822396,Pahal Kumar,garaaarush@example.net,+917702166912,Female,20,77.9,2.3,0,Medium,No,ME,7.52,50,3,0
STU_733909,Bahadurjit Chatterjee,gaurav62@example.net,+916583297786,Female,23,90.1,4.2,0,Medium,No,ME,7.4,49,3,0
STU_690039,Saanvi Zachariah,dakshesh57@example.com,+916572011105,Male,22,89.9,1.7,0,Medium,Yes,CS,6.47,53,3,0
STU_128664,Bakhshi Bandi,krishna92@example.org,+916193268667,Female,18,77.6,3.9,0,Medium,No,ME,6.5,29,5,0
STU_378625,Udyati Chanda,neel17@example.com,+918424545912,Female,18,92.1,2.3,1,Low,Yes,EC,8.45,27,4,1
STU_989467,Nisha Apte,joshiyashvi@example.net,+916465468543,Male,22,83.9,2.3,2,Medium,No,CS,6.28,91,2,1
STU_969125,Rayaan Shanker,subramaniamqabil@example.com,+916901323951,Female,23,92.0,1.9,0,High,No,CS,7.95,51,3,0
STU_856730,Pranav Tara,mekhalakhosla@example.org,+916728370293,Female,18,87.5,4.1,1,Low,No,ME,4.0,75,6,0
STU_468818,Pavani Nagar,chakradharoza@example.net,+917562220604,Male,18,74.6,2.5,0,High,No,EC,6.43,97,6,0
STU_185180,Ekalinga Mallick,sudikshabahri@example.com,+919401427820,Female,19,95.6,3.6,0,Medium,No,ME,7.84,82,2,0
STU_409761,Vyanjana Basu,faqid70@example.org,+917321037768,Male,21,95.4,6.0,0,Medium,No,ME,9.67,78,3,0
STU_724813,Ronith Balay,ati27@example.net,+918659098620,Female,19,72.6,7.7,0,High,No,ME,7.7,47,5,0
STU_981190,Dakshesh Subramaniam,bhaviniedwin@example.com,+917109147467,Female,21,69.9,1.4,0,High,No,EC,6.52,60,9,0
STU_779114,Geetika Agrawal,falakvala@example.net,+917171917934,Male,22,93.2,4.8,0,High,Yes,EC,7.46,48,4,0
STU_324226,Aahana Sami,yatan75@example.com,+916441815215,Male,18,84.9,2.6,0,Medium,No,CS,4.66,56,4,0
STU_564272,Sathvik Bhargava,nchowdhury@example.org,+919255091251,Female,23,77.7,6.1,1,Low,No,CS,5.23,70,8,0
STU_327893,Naveen Konda,laddarsh@example.org,+916679782994,Male,20,84.3,2.2,0,Low,No,ME,5.81,95,7,0
STU_126327,Nimrat Chatterjee,narasimhanfitan@example.com,+917700457891,Male,18,60.8,5.2,1,Medium,Yes,CS,6.94,35,8,0
STU_445573,Aradhana Mistry,bhasinazaan@example.org,+916984076667,Female,22,82.6,10.3,0,Low,No,EC,8.04,36,4,0
STU_533671,Yashawini Sinha,comarchaaya@example.net,+918841102956,Female,21,68.0,6.2,0,Low,No,CS,7.94,68,9,0
STU_255911,Om Savant,srivastavachaaya@example.net,+919222316184,Male,21,89.1,4.2,1,Low,No,CS,6.47,98,4,0
STU_103631,Ekani Jaggi,chandrabishakha@example.com,+918336378660,Male,23,99.0,2.8,0,Low,No,EC,6.52,98,3,0
STU_498088,Charles D’Alia,parmerdamini@example.org,+919789538297,Female,23,91.0,2.0,0,Low,No,CS,7.09,42,5,0
STU_604098,William Mahajan,abeersrinivas@example.net,+916465631608,Female,23,86.4,6.1,0,Medium,Yes,CS,6.12,88,1,0
STU_543045,Advika Salvi,caleb99@example.com,+918150628548,Male,23,96.8,1.6,0,High,Yes,ME,9.23,58,5,0
STU_745212,Lekha Babu,vagrawal@example.net,+918708269400,Male,21,83.1,5.2,0,Medium,No,CS,7.0,73,9,0
STU_286145,Yutika Choudhary,nadigkavya@example.org,+917633631446,Female,20,95.6,8.2,0,High,No,ME,8.19,27,6,0
STU_114521,Harita Pathak,uhari@example.net,+917575897964,Female,22,97.2,1.0,0,Low,No,EC,6.32,49,4,0
STU_771979,Sanaya Devi,vbarad@example.org,+917666348892,Male,23,96.5,2.5,0,High,No,EC,6.21,39,4,0
STU_199323,Amaira Shere,kiaan32@example.net,+919608515147,Female,21,82.1,5.8,1,High,No,CS,7.31,86,7,0
STU_269311,Idika Thaman,ldas@example.com,+918911258369,Male,23,96.9,0.5,0,High,No,ME,5.25,66,7,0
STU_170349,Anya Samra,naginihal@example.org,+917501334681,Female,19,93.2,7.0,1,Medium,No,EC,6.22,75,7,0
STU_857264,Warinder Randhawa,gunbir15@example.net,+916296183645,Female,18,55.1,5.8,0,Medium,Yes,EC,9.52,27,7,0
STU_118373,Harita Mahajan,isinha@example.net,+916449976708,Male,20,73.5,6.8,0,High,No,CS,5.02,52,1,0
STU_924707,Tarak Muni,ekaja11@example.org,+919659432287,Male,23,94.5,5.5,1,High,No,CS,7.78,60,1,0
STU_397905,Omisha Khare,eshanabrahmbhatt@example.org,+918251480552,Female,22,78.4,2.0,0,Low,No,CS,6.64,35,3,0
STU_545245,Neha Kulkarni,nairwilliam@example.org,+919269470738,Female,22,91.3,7.3,1,Medium,No,ME,4.68,27,8,0
STU_748136,Hardik Lanka,vedika81@example.com,+916461223000,Female,20,75.9,4.4,0,Medium,No,ME,6.13,45,7,0
STU_930648,Mitesh Hegde,vaidyacharles@example.org,+918709926586,Female,21,57.6,3.7,0,Medium,No,EC,4.81,80,3,0
STU_700439,Jack Bumb,prisha50@example.com,+917797351513,Female,20,74.5,3.4,1,Low,No,EC,5.87,97,7,1
STU_306839,Zilmil Subramanian,pooja63@example.com,+916141853595,Male,20,85.9,9.4,0,Low,No,EC,4.78,24,1,0
STU_557413,Lakshmi Chahal,divankritika@example.com,+918032110961,Female,18,55.8,2.9,1,High,No,ME,5.09,40,5,0
STU_623602,Advika Pandya,labanchadha@example.net,+917327657690,Female,22,86.8,11.3,1,Low,No,EC,9.04,73,6,0
STU_908412,Janya Prakash,udyatibahri@example.org,+916044970239,Male,20,82.7,6.9,0,Medium,No,ME,6.42,84,9,0
STU_872081,Jack Baria,ishanvi22@example.net,+918802085183,Female,20,93.3,4.3,0,Low,No,EC,5.9,29,9,0
STU_248113,Devika Shenoy,salvibhavini@example.net,+918116549344,Male,18,63.3,5.1,0,Medium,No,ME,7.92,35,3,0
STU_311653,Hitesh Sibal,tarakshanker@example.net,+917544711902,Male,19,88.0,4.5,0,High,No,EC,4.86,41,2,0
STU_810825,Qadim Rastogi,qabil60@example.net,+918450459504,Male,21,92.7,6.9,0,High,No,ME,8.62,48,9,0
STU_401778,Samesh Borah,parthjoshi@example.org,+918842294739,Female,19,77.7,1.8,1,High,No,ME,8.82,55,7,0
STU_734300,Shivani Andra,wdani@example.org,+919027293793,Female,23,93.9,2.3,0,Low,No,CS,6.84,83,5,0
STU_863679,Mitesh Palla,janakimander@example.net,+917518353862,Female,18,81.6,5.7,0,Low,No,CS,4.39,46,6,0
STU_515382,Vasudha Rana,nakul82@example.org,+916815277062,Female,19,96.7,8.1,1,High,No,EC,6.11,93,5,0
STU_445517,Gunbir Ramaswamy,crajagopal@example.org,+919882954300,Female,19,67.7,7.3,1,Medium,No,EC,8.21,26,6,0
STU_130500,Advik Patil,oliverahuja@example.com,+916075080943,Female,21,91.6,10.8,1,High,No,EC,7.22,31,8,0
STU_409616,Hritik Lad,yachanaahluwalia@example.org,+918926623473,Male,23,79.4,1.7,0,Medium,No,CS,7.7,95,3,1
STU_487962,Chakrika Narayan,kalaanay@example.org,+917795421665,Male,21,91.2,1.5,0,Low,No,CS,5.99,86,3,0
STU_178658,Raghav Tara,lopamodi@example.net,+918525093468,Male,20,82.9,7.9,0,High,No,CS,6.1,54,3,0
STU_389279,Yashvi Bora,lopa50@example.com,+918712899990,Male,19,88.9,5.5,0,Low,No,CS,5.49,55,2,0
STU_481380,Barkha Srivastava,psaxena@example.net,+916469025669,Female,18,88.1,3.8,0,High,No,EC,9.67,46,5,0
STU_409785,Saumya Iyengar,dubeynakul@example.net,+916560434555,Female,23,80.2,5.0,1,Low,No,EC,8.31,86,8,0
STU_961864,Kai Nagar,waidanayar@example.net,+919170164819,Female,22,79.3,4.2,1,High,No,EC,7.5,35,3,0
STU_230153,Mekhala Tailor,wardaborah@example.org,+916050033724,Male,18,89.1,6.2,1,Medium,No,EC,5.34,53,4,0
STU_452156,Ayush Dasgupta,bishakha35@example.org,+918030345922,Male,18,88.5,7.6,0,Low,No,CS,6.77,69,8,0
STU_887996,Urvashi Ben,fdube@example.net,+918406005537,Male,20,93.1,3.9,0,Medium,No,EC,7.82,96,1,0
STU_191422,Omisha Sarma,mandalpranav@example.com,+918433685482,Male,19,79.9,5.4,0,High,No,CS,5.07,77,2,0
STU_622014,Nicholas Sagar,mandalka@example.net,+917657884004,Female,23,88.7,4.3,0,High,No,ME,7.6,71,4,0
STU_299108,Odika Munshi,forumkothari@example.net,+918435309551,Female,20,78.2,7.8,0,Low,No,CS,7.05,83,3,0
STU_884036,Amaira Kakar,rayaanlala@example.net,+916592933677,Male,22,81.7,5.3,0,Medium,No,EC,6.34,41,3,0
STU_443801,Yatan Wali,lilaroy@example.net,+919563845918,Male,19,87.5,3.9,0,High,No,EC,7.51,25,5,0
STU_413276,Zehaan Shankar,bkhatri@example.org,+918326443678,Male,23,90.1,5.3,0,High,No,EC,6.59,56,2,0
STU_678873,Onveer Sidhu,jasonsamra@example.net,+919181654585,Female,22,87.0,2.3,0,High,Yes,EC,6.03,67,2,0
STU_583235,Bhavini Ahuja,janaki49@example.org,+916811249803,Female,21,90.7,3.9,0,Low,No,ME,6.5,90,1,0
STU_684268,Nilima Malhotra,edwinindali@example.com,+916040897896,Male,23,88.7,7.1,0,Medium,No,EC,7.31,70,5,0
STU_339915,Naveen Apte,lmukherjee@example.org,+919749067364,Female,18,96.1,6.1,0,Medium,No,ME,7.8,62,9,0
STU_557831,Nirja Mammen,morecaleb@example.org,+916527049349,Male,22,92.6,10.6,0,Medium,No,ME,4.88,20,9,0
STU_295507,Chandresh Iyer,aradhana34@example.com,+916540603697,Male,20,78.3,1.7,0,Medium,No,ME,7.14,33,2,0
STU_701802,Samesh Tailor,salviyatan@example.net,+916680809939,Male,21,84.4,2.7,1,Medium,No,CS,6.95,83,9,0
STU_835163,Yashawini Thaker,warinder58@example.net,+919035276467,Female,21,94.7,8.5,1,Low,No,EC,6.9,23,8,0
STU_901395,Warda Nori,chanchal06@example.net,+918796162838,Female,21,86.1,3.9,0,High,No,CS,7.54,60,4,0
STU_500489,Tanvi Muni,nandinikaur@example.org,+917645785536,Male,23,79.3,7.7,0,High,No,ME,4.49,61,7,0
STU_876507,Amol Gera,jaingaurang@example.com,+919517907388,Female,19,78.5,1.9,1,Medium,No,EC,6.23,34,8,0
STU_119656,Unni Garde,gauravjha@example.org,+917225890228,Female,22,56.7,4.9,0,Medium,No,CS,6.07,85,9,0
STU_389057,Kamya Chandra,kamdarbhavna@example.org,+919000826247,Female,22,85.0,1.6,0,Medium,No,CS,9.24,93,7,0
STU_674426,Omkaar Dada,forum54@example.net,+919057730909,Female,23,91.6,3.1,0,Medium,Yes,EC,8.77,27,6,0
STU_283253,Tanay Mistry,abha50@example.org,+919590619474,Male,21,94.4,13.6,0,Low,No,CS,5.84,68,1,0
