student_id,name,email,phone_number,gender,age,attendance_rate,study_hours_per_day,past_failures,family_income,scholarship,course_stream,cgpa,audit_hours,law_score,dropout_status
STU_684277,Advaith Rastogi,aadikala@example.net,+917483101286,Female,18,85.1,4.9,0,High,No,CA,6.47,116,86,0
STU_752358,Shivansh Borah,chasmum56@example.net,+917329692089,Male,19,86.3,3.3,0,Low,No,CA,8.18,399,43,0
STU_154156,Isaac Dewan,finnsha@example.com,+917078865841,Female,23,56.3,0.6,0,High,Yes,B.Com,4.56,400,50,0
STU_690963,Arunima Bhandari,urmi78@example.net,+917661915473,Female,18,92.5,13.1,1,High,No,CA,9.03,113,77,0
STU_436425,Balveer Karan,ikbal03@example.net,+917568854729,Female,19,88.3,6.8,0,High,No,CA,9.79,427,54,0
STU_208146,Yadavi Varty,danisara@example.org,+919902694503,Female,23,91.6,3.3,0,Medium,No,CA,5.98,223,41,0
STU_827347,Dayita Lad,odate@example.net,+918687595837,Male,23,79.7,8.0,0,Low,No,B.Com,4.9,39,77,0
STU_963205,Indrajit Krishna,ygandhi@example.com,+919528630697,Female,22,74.1,2.5,0,Medium,No,B.Com,8.38,7,39,0
STU_700253,Vincent Desai,dmadan@example.org,+916662304605,Female,20,89.8,5.1,0,Medium,No,CA,4.88,122,80,0
STU_394643,Samaksh Oza,tanejaqadim@example.net,+917205417697,Female,18,80.4,2.4,0,High,Yes,B.Com,6.34,222,72,1
STU_184274,Tanveer Narain,nairrobert@example.com,+916690787821,Female,18,80.2,3.4,0,Low,No,CA,4.55,338,58,0
STU_845088,Barkha Anand,mugdhashroff@example.org,+919745162782,Female,23,66.8,7.2,0,Medium,No,B.Com,6.49,401,84,0
STU_485983,Krish Tank,ira02@example.org,+918861511124,Female,20,71.2,3.8,0,High,No,CA,6.82,487,41,0
STU_779772,David Sood,oakvansha@example.org,+917828306934,Female,18,80.3,3.5,0,Medium,Yes,B.Com,8.28,183,97,0
STU_232458,Saksham Shetty,tnaidu@example.net,+916445471679,Male,18,53.0,2.7,0,Medium,No,B.Com,6.72,415,36,1
STU_351298,Nicholas Samra,pratyushprakash@example.com,+916149612344,Female,21,69.2,3.2,0,Medium,Yes,B.Com,7.96,209,73,0
STU_174741,Gunbir Ganguly,waliafinn@example.org,+916781634007,Female,19,73.2,7.1,0,Medium,No,CA,7.24,384,54,0
STU_882339,Anita Zachariah,darpan36@example.org,+919993418942,Male,23,59.8,4.3,0,High,No,B.Com,8.99,16,46,1
STU_847154,Gaurav Wadhwa,loyalishanvi@example.net,+916941879129,Male,20,98.0,3.0,0,High,No,CA,4.63,254,69,0
STU_502992,Janaki Murthy,daksha49@example.com,+919685365626,Female,23,90.4,7.9,0,Medium,No,CA,7.23,426,39,1
STU_468018,Meera Basu,dalbirkothari@example.org,+916526565155,Male,19,70.3,6.4,0,Medium,No,B.Com,4.95,65,64,0
STU_953958,Vanya Sathe,haritaanne@example.com,+919277666147,Male,18,87.2,6.9,0,Medium,No,B.Com,8.24,273,44,0
STU_364343,Darika Ratti,riyaahuja@example.org,+916965930943,Male,22,91.7,1.3,0,High,No,CA,7.33,316,78,0
STU_500166,Jagdish Ben,sarafreyansh@example.com,+918968657623,Female,20,86.6,1.2,0,Low,No,B.Com,8.93,473,73,0
STU_662185,Harita Lad,imahal@example.com,+916733059598,Male,23,76.0,2.7,1,High,No,B.Com,6.5,471,35,0
STU_804049,Rishi Sehgal,mallickavni@example.org,+916018883869,Male,20,83.8,1.3,0,Medium,No,B.Com,4.0,360,96,0
STU_989548,Ryan Dugar,balvan86@example.org,+919583308875,Male,18,89.3,4.8,1,Medium,No,B.Com,6.51,311,51,0
STU_142684,Anjali Sampath,zsami@example.net,+918110598203,Female,20,91.2,6.9,1,Low,No,B.Com,6.57,134,37,1
STU_322005,Neha Sane,cheemachameli@example.com,+917075431605,Male,23,92.1,5.8,0,Medium,Yes,B.Com,6.24,43,52,0
STU_720517,Sara Rajagopalan,bajwadamyanti@example.org,+917828437601,Male,22,96.6,2.8,0,High,No,CA,7.76,303,50,0
STU_793821,Omkaar Sarna,harini77@example.com,+919485091967,Female,19,89.3,6.5,1,Medium,No,CA,7.83,256,93,0
STU_919734,Vrinda Puri,bthaker@example.org,+918194624480,Male,19,84.1,1.0,1,Medium,Yes,CA,6.94,457,31,1
STU_778341,Prisha Singhal,urvashi89@example.com,+916304951548,Female,23,96.6,4.8,0,High,Yes,B.Com,7.41,165,76,0
STU_470278,Rushil Singh,charzansi@example.net,+919695306820,Female,18,82.0,3.4,0,High,No,CA,4.97,4,48,0
STU_293753,Yasti Bhalla,gangulyurvashi@example.com,+917421341223,Female,22,82.4,11.1,2,Low,No,CA,7.05,236,42,1
STU_276338,Upkaar Naik,palanshravya@example.net,+917532183767,Male,19,76.1,5.4,0,Low,No,B.Com,6.82,11,63,0
STU_253535,Mohammed Golla,idewan@example.com,+916154823247,Male,23,84.0,7.0,0,Medium,No,CA,7.96,97,37,0
STU_999306,Bhavini Varkey,qgera@example.net,+917719481380,Male,19,71.7,2.7,0,Medium,No,CA,6.32,345,59,1
STU_981122,Unni Pathak,fiyaz67@example.org,+918188426897,Male,21,94.9,4.7,0,High,No,B.Com,7.4,212,54,0
STU_306795,Radha Parmar,devanforum@example.com,+918283307071,Female,22,90.5,2.7,0,Low,No,B.Com,6.5,149,33,1
STU_521960,Andrew Bhattacharyya,karan25@example.com,+919747293140,Male,23,76.5,5.7,0,Low,No,CA,4.23,276,47,1
STU_964967,Abhimanyu Bansal,unni92@example.org,+917128771032,Female,20,96.0,4.3,0,Low,No,CA,5.95,188,86,0
STU_774796,Parth Seshadri,andrewvarma@example.net,+916125557966,Male,22,75.5,4.3,2,High,No,B.Com,8.21,499,95,0
STU_911584,Priya Banik,arjunsaran@example.org,+917413745869,Female,19,62.8,2.1,0,Medium,No,CA,9.2,189,55,1
STU_964885,Imaran Choudhary,ekta98@example.com,+917795461869,Female,21,81.2,2.1,0,Low,No,B.Com,7.31,118,48,0
STU_170344,Advika Korpal,mbasu@example.org,+917170383384,Female,19,87.6,7.1,0,Low,No,CA,8.26,154,84,0
STU_629547,Zinal Sehgal,jairaj15@example.com,+919708029216,Male,22,74.9,3.0,1,High,No,B.Com,8.1,347,86,0
STU_246499,Lakshit Sanghvi,pandeynakul@example.org,+919219522597,Male,18,87.5,5.6,0,Low,No,CA,6.14,174,92,1
STU_109611,Triveni Garg,rajagopalanjali@example.com,+917449150373,Male,20,86.9,1.6,0,Medium,No,CA,6.73,221,72,0
STU_651460,Warda Kuruvilla,kalaabha@example.org,+918051186776,Female,23,78.0,4.4,0,Medium,No,CA,6.33,408,72,0
STU_198409,Shivani Kurian,udasgupta@example.org,+918902281361,Male,18,92.8,0.8,1,High,No,CA,9.45,488,67,1
STU_822537,Kritika Wason,rmukherjee@example.net,+918428246352,Male,18,94.6,13.3,0,High,No,B.Com,6.29,174,60,0
STU_778538,Avi D’Alia,geetikapandit@example.net,+916081125703,Male,19,76.3,5.0,0,Low,Yes,B.Com,9.28,204,98,0
STU_229366,Adweta Merchant,jsangha@example.com,+917804279126,Male,19,96.7,6.1,2,Low,No,CA,5.43,46,59,1
STU_775162,Oviya Dhar,zaid92@example.com,+918267237327,Female,19,97.0,13.1,0,High,No,CA,5.97,311,93,0
STU_719600,Zinal Chokshi,sudikshamistry@example.com,+916792987971,Female,20,86.7,2.4,0,Medium,No,B.Com,6.87,76,96,1
STU_309128,Niharika Kothari,bhasinsathvik@example.org,+919224388128,Male,20,71.5,2.7,0,Medium,Yes,B.Com,6.32,478,80,1
STU_975468,Chakrika Ramesh,yashawini44@example.org,+919391799734,Female,22,89.7,7.5,0,High,No,B.Com,5.49,381,33,1
STU_831916,Vrishti Sangha,gkeer@example.net,+917383506112,Female,21,81.4,4.8,0,High,No,CA,5.85,162,72,1
STU_548950,Bina Radhakrishnan,prashadraagini@example.net,+917875245049,Female,21,89.0,2.0,1,Low,No,CA,7.16,264,34,1
STU_745885,Yadavi Boase,ykaul@example.com,+917497019985,Male,19,71.6,1.8,0,Medium,Yes,B.Com,7.41,113,53,1
STU_773634,Jagat Mani,pdas@example.net,+918085423120,Female,21,85.9,3.8,2,Low,No,B.Com,8.74,327,45,1
STU_639953,Rudra Aurora,wrao@example.com,+917470647065,Male,22,78.2,5.3,1,Medium,No,CA,7.81,329,60,0
STU_581480,Bhavani Chana,kabir44@example.net,+918254575888,Female,23,87.4,4.7,1,Medium,No,B.Com,7.46,304,53,0
STU_717723,Yamini Murty,yashica32@example.net,+918386992544,Male,21,54.5,2.9,0,Medium,No,CA,5.99,405,88,1
STU_183757,Kai Padmanabhan,ekbaltalwar@example.net,+917411251614,Female,18,92.1,3.5,1,Medium,No,CA,7.56,111,77,0
STU_750331,Dalbir Parmar,siddharth17@example.org,+916629209756,Male,21,70.1,9.1,1,Low,No,B.Com,6.89,204,73,1
STU_882625,Chavvi Mukherjee,thomas92@example.com,+916542472311,Male,21,73.2,4.0,0,Medium,No,CA,6.38,140,44,1
STU_113031,Thomas Mane,gaurangi93@example.com,+916811185857,Female,19,74.3,4.8,1,Medium,No,B.Com,8.83,395,38,0
STU_820727,Orinder Sachdev,chackoutkarsh@example.com,+919432202576,Female,22,71.7,1.4,0,High,No,B.Com,6.35,280,98,0
STU_117679,Dipta Nadkarni,morepushti@example.org,+919964312519,Male,20,84.0,2.5,1,Medium,No,B.Com,4.87,447,85,0
STU_615038,Eesha Tank,ptata@example.com,+916166369138,Female,21,92.0,3.9,2,High,No,CA,6.85,355,54,1
STU_768858,Girindra Din,cmitter@example.net,+919249623482,Male,20,88.1,7.9,0,High,No,B.Com,6.37,282,62,0
STU_565975,Chaitaly Naik,wahab21@example.com,+919563901855,Male,19,95.0,3.5,1,Medium,Yes,CA,7.13,25,56,0
STU_618127,Jason Patel,ggandhi@example.net,+916353087626,Female,23,63.6,4.7,0,Medium,No,CA,7.93,279,97,1
STU_251626,Edhitha Andra,vtak@example.com,+917756058420,Female,18,99.3,3.1,0,Low,No,B.Com,6.94,142,54,0
STU_411067,Aditya Bakshi,viraj93@example.org,+917619776850,Female,22,84.2,1.3,0,High,No,B.Com,5.9,445,39,1
STU_433618,Hemang Barman,ridhidasgupta@example.net,+916330438406,Male,19,76.2,3.0,0,Low,No,CA,6.54,212,40,1
STU_291623,Darsh Apte,ladmegha@example.com,+917458040097,Male,23,85.8,6.1,0,High,No,B.Com,6.47,90,74,0
STU_902147,Radhika Raman,yde@example.org,+917762358341,Male,19,95.7,5.1,0,Low,No,B.Com,6.45,229,53,0
STU_389562,Vivaan Dhar,talwarmeghana@example.org,+917313843029,Male,18,86.4,7.3,1,Medium,No,CA,5.41,360,90,1
STU_840038,Mohammed Mistry,janaki60@example.net,+917823497708,Male,21,82.3,3.0,0,Medium,No,CA,5.65,142,95,0
STU_205935,Lohit Murthy,aggarwalpushti@example.net,+917533568458,Male,18,95.8,6.2,0,Low,No,B.Com,6.1,345,82,0
STU_598776,Anjali Bhalla,yauvani29@example.net,+918559184902,Female,19,88.3,3.8,0,High,Yes,CA,7.19,305,40,0
STU_896674,Nicholas Dhillon,sudiksha15@example.net,+918491188889,Female,19,88.7,2.4,0,Low,No,CA,7.99,190,30,0
STU_796900,Chaitanya Trivedi,chamelisachdev@example.com,+917725204441,Female,23,88.5,4.7,1,Low,No,CA,5.47,282,91,0
STU_300065,Dipta Sant,vnarayanan@example.org,+919510611324,Male,22,88.4,5.4,0,Medium,No,B.Com,4.12,238,60,1
STU_359093,Harinakshi Prasad,harini08@example.org,+919538593008,Male,21,79.6,3.1,0,Medium,No,B.Com,9.32,196,36,1
STU_218560,Zehaan Nigam,rsachdeva@example.com,+918907288767,Female,23,94.6,8.7,0,High,No,CA,5.45,473,58,0
STU_302723,Tejas Chaudhuri,falangill@example.org,+918322474393,Female,18,86.1,3.2,0,Medium,No,CA,6.96,218,80,0
STU_843511,Jacob Dara,skumer@example.com,+918378288878,Female,22,95.6,3.7,0,Medium,No,B.Com,8.69,51,65,0
STU_369694,Zilmil Kade,kamalaparekh@example.com,+917820596373,Male,18,81.1,3.6,1,Medium,Yes,B.Com,6.28,154,41,1
STU_428519,Baghyawati Sarma,batravincent@example.org,+919473762973,Male,20,79.8,8.9,0,Low,No,CA,7.0,68,60,1
STU_587953,Vasudha Ratti,xavier35@example.net,+916381786577,Female,18,87.8,10.3,0,Low,No,CA,6.79,196,77,0
STU_334165,Urvi Chanda,brijeshpalla@example.org,+917394798756,Female,23,79.4,1.4,0,Medium,No,B.Com,10.0,215,37,1
STU_974643,Tanveer Dube,falak65@example.net,+917231437469,Male,18,87.9,0.7,0,High,No,B.Com,6.83,46,69,0
STU_536402,Shivani Nath,subramanianlopa@example.com,+917115018923,Female,20,89.6,4.7,1,Medium,No,CA,5.08,54,55,1
STU_131405,Frederick Bose,shahvedika@example.net,+919684202995,Male,21,85.8,1.3,1,Medium,No,CA,6.84,156,60,0
STU_489542,Gaurika Dass,apandit@example.net,+917873331855,Male,20,80.6,2.0,1,Medium,No,CA,6.58,201,71,0
STU_863698,Wishi Kapadia,sarthak85@example.com,+917956925333,Female,19,79.0,2.2,1,Medium,No,B.Com,8.36,311,53,1
STU_465279,Osha Choudhry,bbassi@example.org,+916915986890,Female,23,82.6,1.8,1,Medium,Yes,B.Com,10.0,12,53,1
STU_454915,Arjun Pandya,nadkarnisachi@example.net,+917064850025,Female,23,71.4,2.6,0,Low,Yes,CA,6.03,31,37,0
STU_865376,Ekiya Oommen,ukrishnamurthy@example.net,+916189532220,Female,18,87.4,2.0,0,Medium,Yes,CA,8.97,467,73,0
STU_445573,Tanvi Karnik,priyasubramaniam@example.com,+916592531692,Male,18,70.7,9.8,0,Medium,Yes,B.Com,6.64,416,62,0
STU_139977,Omya Nadkarni,sankaranazad@example.net,+919704834861,Female,22,84.4,8.0,0,Low,No,B.Com,7.83,352,73,0
STU_902122,Warhi Goel,samramax@example.net,+916535223226,Male,22,85.0,11.8,0,Medium,No,B.Com,7.26,211,53,0
STU_958389,Netra Mitra,yadavupma@example.net,+917987761967,Female,19,81.1,0.5,0,Medium,Yes,CA,6.34,197,95,0
STU_998806,Dalbir Sridhar,vrittigara@example.net,+918703360870,Female,21,75.6,2.4,0,Low,No,CA,4.6,319,52,1
STU_197143,Karan Taneja,ojasvibhavsar@example.com,+919292318621,Female,18,93.7,2.3,1,Low,No,B.Com,10.0,6,94,0
STU_532618,Jairaj Guha,chanderisaiah@example.net,+917728796061,Female,20,93.2,2.1,0,Medium,No,CA,6.08,341,90,0
STU_394477,Abha Sarin,yashodhara15@example.com,+918781579055,Female,23,85.2,6.1,0,Medium,No,B.Com,6.78,451,58,0
STU_136338,Harita Shan,tailoryashica@example.net,+917468800360,Female,23,88.5,4.3,1,Medium,No,B.Com,5.34,475,53,1
STU_844191,Anmol Dewan,pallbhavini@example.com,+919892618928,Male,19,96.9,2.3,0,Medium,No,B.Com,7.61,151,69,1
STU_689803,Yoshita Parmar,perianusha@example.org,+916415948877,Male,23,76.5,5.3,0,High,No,B.Com,4.75,81,76,0
STU_335395,Qabil Dewan,comarhritik@example.org,+916237790588,Female,19,92.2,1.5,1,High,No,CA,9.67,18,42,1
STU_228036,Odika Karnik,aahana85@example.com,+916364802104,Male,18,97.7,3.6,0,High,Yes,B.Com,8.5,75,85,1
STU_687218,Tripti Nayak,waidaborde@example.org,+916256081747,Female,23,76.8,3.9,1,High,No,CA,6.48,210,41,1
STU_573428,Harrison Karpe,chakrikathakkar@example.org,+916397665827,Female,22,86.4,2.3,1,Medium,No,B.Com,6.79,296,97,1
STU_355181,Abha Jaggi,megha88@example.org,+917330309839,Female,18,90.5,4.1,0,Low,Yes,CA,4.17,362,52,0
STU_922627,Gayathri Bahl,qlall@example.com,+918586479887,Male,18,75.4,4.3,0,Low,No,CA,7.49,480,73,0
STU_851327,Charvi Ramachandran,xpandit@example.com,+916418476164,Female,23,89.2,4.7,0,Medium,No,B.Com,7.2,39,66,0
STU_667457,Aadhya Sem,wardabawa@example.net,+919036463957,Female,21,70.7,5.2,1,High,No,CA,6.02,174,86,0
STU_980366,Xiti Kapoor,hemang49@example.net,+918270759895,Male,18,91.3,9.6,0,Medium,No,CA,7.38,77,75,0
STU_535000,Kalpit Sandal,bajajjacob@example.net,+916797429628,Female,22,85.4,6.1,0,Medium,No,CA,6.97,464,41,1
STU_146368,Lavanya Krishnamurthy,ojasvi48@example.com,+919260276641,Male,21,65.5,3.4,1,Medium,No,CA,5.71,229,61,1
STU_848623,Lucky Iyer,chaman72@example.com,+918172105475,Male,19,92.7,4.5,0,High,Yes,CA,8.41,388,34,1
STU_236270,Bhavna Borah,patilfaras@example.net,+918317320706,Male,21,82.4,8.4,1,High,No,B.Com,7.12,266,75,1
STU_887469,Arya Viswanathan,thakurisha@example.net,+918817620446,Female,23,71.2,3.0,0,High,No,CA,5.63,361,36,0
STU_207053,Tanmayi Shroff,azadram@example.com,+919026917765,Female,20,89.1,2.2,0,Medium,No,CA,7.37,69,83,0
STU_629178,Devansh Rajagopalan,harshildua@example.net,+916312703572,Female,23,94.4,6.2,0,Low,No,CA,7.01,398,86,0
STU_408037,Abeer Manda,gnath@example.org,+916188610827,Female,21,71.8,1.0,0,High,No,B.Com,7.95,57,71,1
STU_267761,Rayaan Mangat,dashchameli@example.org,+916094757196,Female,23,92.8,2.2,0,High,No,CA,6.23,43,47,0
STU_530994,Oeshi Ramanathan,greddy@example.net,+919776079211,Female,20,89.4,2.2,0,Low,No,B.Com,6.99,371,84,0
STU_459423,Vasana Apte,patlaadvay@example.net,+918267548071,Male,18,90.2,8.7,0,Medium,No,B.Com,5.27,139,67,1
STU_298863,Wakeeta Parikh,fiyazrege@example.org,+916394485561,Male,21,76.3,5.0,0,Medium,Yes,B.Com,9.12,350,89,0
STU_197095,Kabir Sundaram,cagrawal@example.com,+917473679790,Male,22,90.1,6.4,0,Medium,No,B.Com,6.57,357,71,0
STU_470586,Amaira Sastry,oscarvohra@example.com,+916429230922,Male,19,96.5,3.2,1,Medium,Yes,B.Com,5.4,454,74,1
STU_173589,Maanav Tailor,falguni74@example.org,+916988644065,Male,18,73.0,5.6,0,Medium,No,B.Com,5.34,114,72,0
STU_972860,Vidhi Grover,yashica30@example.net,+918554135954,Male,18,88.3,2.8,0,Low,No,CA,7.75,15,60,0
STU_516515,Aryan Mody,raagini77@example.net,+917215913451,Female,20,92.6,6.2,0,Medium,Yes,B.Com,7.47,196,64,0
STU_780255,Advay Shenoy,cmuni@example.net,+919675308031,Female,21,69.4,1.9,2,Medium,No,B.Com,6.47,123,47,1
STU_169835,Gauri Sarin,dugaldiya@example.net,+917616364881,Female,23,90.9,4.1,0,Medium,No,B.Com,6.79,124,52,0
STU_177363,Yachana Mani,vermaekaja@example.org,+919150845685,Female,18,90.4,3.3,1,High,No,CA,7.64,85,36,1
STU_187481,Nathaniel Padmanabhan,nishadoctor@example.org,+917464826240,Male,18,85.2,6.6,0,Low,Yes,CA,8.2,59,34,1
STU_381554,Harita Comar,meghanasekhon@example.com,+918002302685,Male,19,75.0,3.7,0,High,No,CA,6.97,44,90,0
STU_788224,Edhitha Kamdar,indrajitmerchant@example.net,+919203663818,Female,18,78.1,3.3,0,Medium,No,B.Com,9.46,108,80,0
STU_295144,Banjeet Divan,alexander56@example.net,+919971883113,Female,21,98.9,5.5,0,Low,No,B.Com,5.72,249,73,1
STU_354380,Ansh Chauhan,banikavni@example.com,+918592892323,Female,22,98.2,7.6,1,Low,Yes,CA,6.28,287,34,0
STU_424839,Nidhi Kata,zinaltoor@example.net,+917274702631,Female,18,93.9,4.3,0,Medium,No,B.Com,7.71,417,64,0
STU_644358,Eshana Sarkar,hbuch@example.org,+916973174610,Male,19,65.7,2.5,0,Low,Yes,B.Com,5.09,494,65,0
STU_459761,Anusha Khurana,wsingh@example.net,+919184802757,Male,23,93.1,3.3,0,Medium,No,B.Com,5.06,396,62,0
STU_791274,Indira Sant,pillaycaleb@example.org,+916081054856,Female,22,75.1,7.5,0,Medium,No,B.Com,7.59,349,67,0
STU_887335,Madhav Wali,anita74@example.org,+919409957223,Male,22,96.1,0.7,0,High,No,CA,7.4,264,83,0
STU_595213,Vamakshi Badami,ymunshi@example.net,+919605601255,Female,19,75.1,2.0,0,High,Yes,CA,6.16,51,93,0
STU_365719,Widisha Chacko,rachitaagate@example.com,+919542258374,Male,18,68.1,2.2,0,High,No,B.Com,6.04,117,31,0
STU_513349,Upma Bhardwaj,saibasak@example.org,+916453295740,Female,22,81.6,1.6,1,High,No,CA,6.25,361,72,1
STU_895088,Urmi Sanghvi,sarinmekhala@example.net,+916750216483,Male,21,89.5,4.3,0,Medium,Yes,CA,7.62,377,39,0
STU_491107,Ladli Samra,indalikala@example.org,+919986220303,Male,18,84.8,4.8,1,High,No,CA,6.05,60,54,1
STU_871862,Chasmum Choudhry,purohittejas@example.net,+919755420921,Female,23,92.4,5.7,0,High,Yes,B.Com,6.0,167,41,0
STU_295099,Laksh Kamdar,sahamahika@example.net,+917611099953,Female,19,68.3,4.9,1,High,Yes,CA,6.48,219,57,1
STU_459626,Onveer Din,ochoudhury@example.com,+916932909100,Male,19,84.9,1.8,0,High,No,CA,5.37,208,99,0
STU_841088,Tarak Srinivasan,mammenbrinda@example.com,+918708958328,Male,19,93.4,2.7,0,Medium,Yes,B.Com,5.9,121,98,0
STU_939804,Leena Dua,lallyasti@example.com,+916062109923,Male,19,72.2,2.0,0,Medium,No,B.Com,4.0,1,75,0
STU_852008,Jairaj Jayaraman,frado15@example.net,+917089671570,Male,19,96.1,5.9,0,Medium,Yes,CA,7.58,427,52,0
STU_467263,Aashi Raghavan,qsehgal@example.net,+917658284176,Male,23,73.2,7.0,0,Medium,No,B.Com,8.71,118,43,1
STU_206972,Zehaan Goswami,valaveda@example.net,+919157463890,Male,19,74.4,5.7,0,Medium,No,B.Com,8.67,118,57,0
STU_931343,Elijah Bora,mohammed14@example.com,+917998111790,Male,18,87.3,2.3,0,Medium,No,CA,7.91,370,67,1
STU_495172,Daniel Bansal,qchad@example.net,+919747245456,Female,23,89.4,5.0,1,Medium,No,CA,5.4,469,31,1
STU_897169,Michael Kaul,walianetra@example.net,+916944905591,Female,21,80.2,6.6,0,Medium,No,B.Com,5.95,127,33,0
STU_700344,Dhruv Kari,hsastry@example.org,+916656925526,Female,20,89.6,2.9,0,Medium,No,CA,5.93,262,62,1
STU_240965,Sai Guha,vmishra@example.org,+918133800894,Female,20,66.1,2.7,0,High,No,CA,5.16,256,76,0
STU_956042,Mugdha Jayaraman,falguni84@example.com,+918112672445,Male,18,87.8,2.2,0,Medium,No,B.Com,6.85,353,47,0
STU_338753,Harita Sampath,rajangaurav@example.com,+916366443177,Female,22,77.0,8.8,0,Medium,No,B.Com,5.92,480,79,0
STU_330661,Pooja Munshi,samuel53@example.com,+919394637441,Female,23,88.9,2.4,0,Medium,No,B.Com,4.62,362,80,0
STU_651354,Benjamin Sangha,manantata@example.org,+919092352151,Female,21,83.2,7.8,0,Medium,Yes,B.Com,6.38,1,72,0
STU_781190,Azad Samra,kai23@example.com,+916944677772,Female,21,79.1,2.9,0,Medium,No,B.Com,5.48,178,32,0
STU_993139,Ladli Gour,manelibni@example.net,+916942593780,Male,19,77.0,3.3,0,High,No,CA,5.76,1,90,0
STU_171586,Utkarsh Dash,tiwaribaljiwan@example.com,+919156528620,Female,19,83.6,3.8,0,Medium,No,CA,6.16,22,68,0
STU_528377,Yutika Bassi,mukhopadhyayvihaan@example.net,+919627597811,Female,18,82.8,2.9,0,High,No,CA,8.46,274,54,1
STU_345850,Warda Sastry,phanda@example.net,+919050333539,Male,20,89.6,13.3,2,Medium,No,B.Com,4.57,176,68,1
STU_223331,Lohit Raju,georgedeol@example.org,+917566540055,Female,22,91.4,8.1,0,Medium,Yes,CA,6.69,311,34,0
STU_225497,Lohit Morar,jkothari@example.net,+918191097639,Male,19,71.7,12.7,0,Low,No,CA,5.05,204,80,1
STU_678169,Bimala Arora,panchalreyansh@example.net,+919664902786,Male,20,81.1,3.1,0,High,No,CA,6.01,291,90,1
STU_756151,Rajata Seshadri,bkadakia@example.net,+917707406648,Female,23,70.6,3.6,2,Medium,Yes,B.Com,6.76,228,48,1
STU_876503,Aryan Lall,caleb49@example.org,+916638918914,Male,21,95.1,6.7,0,High,No,CA,8.23,228,63,0
STU_303864,Pooja Mangat,acharyahamsini@example.com,+917459646410,Female,21,72.9,5.1,0,High,No,B.Com,6.69,425,93,0
STU_709281,Hemani Mahajan,dipta99@example.org,+918198862161,Male,23,81.7,7.2,0,Medium,No,CA,6.96,282,64,0
STU_645284,Oni Sethi,tanmayiiyer@example.org,+917592145922,Female,23,72.4,6.2,0,High,Yes,B.Com,5.41,206,36,1
STU_701042,Qasim Babu,ramaswamyladli@example.org,+918434582820,Male,19,91.9,1.4,0,Low,No,CA,5.85,110,81,0
STU_842367,Lucky Kalla,aryalala@example.com,+916119317822,Male,22,76.3,8.4,0,High,Yes,B.Com,9.05,455,87,0
STU_856893,Janya Raj,svig@example.org,+916997421830,Female,18,97.7,4.3,0,Medium,No,B.Com,8.99,4,72,0
STU_595662,Aditya Sanghvi,reva12@example.net,+919160752648,Male,23,84.7,4.6,0,Medium,No,B.Com,6.72,237,35,0
STU_938402,Abhimanyu Vyas,ynori@example.org,+917030596748,Female,20,91.0,1.9,0,Medium,No,B.Com,8.06,102,81,0
STU_969760,Ridhi Chacko,hegdedivya@example.com,+918601222369,Male,22,91.8,5.3,0,Low,No,B.Com,6.88,378,38,0
STU_707150,Januja Nadig,dakshbahri@example.net,+918444082217,Female,23,80.4,0.9,1,Medium,No,CA,5.84,400,63,1
STU_597913,Manan Krishnan,jacobbarman@example.com,+916120189696,Male,20,83.1,7.5,0,Low,No,CA,5.7,378,37,1
STU_373658,Dhruv Kar,gavin03@example.net,+918080475867,Male,22,93.3,2.2,0,Medium,No,CA,8.51,296,65,0
STU_202670,Vasana Narula,andrewdate@example.net,+916079911625,Male,23,87.4,4.0,0,Medium,No,CA,10.0,79,80,0
STU_991354,Yash Basak,maharajzayan@example.com,+916178178755,Male,19,93.2,7.2,0,Medium,No,CA,9.14,59,54,0
STU_683507,Odika Palla,diptawagle@example.org,+916631540452,Female,18,75.7,6.5,0,Low,Yes,CA,7.97,489,36,0
STU_360460,Peter Mani,ebaral@example.com,+916015838119,Male,21,86.3,4.3,1,Medium,No,CA,9.2,24,36,1
STU_248047,Watika Contractor,krish10@example.net,+917094221654,Male,21,85.5,3.7,0,High,No,CA,6.66,228,47,1
STU_396947,Praneel Master,sahniarunima@example.com,+918053641863,Male,20,91.7,3.0,1,High,No,CA,5.22,160,46,1
STU_730667,Niharika Sarma,nikitachakraborty@example.com,+917121158743,Male,22,93.7,7.0,1,Medium,No,B.Com,5.64,154,84,0
STU_113432,Daksha Goyal,bakhshimane@example.net,+919344164288,Male,20,55.3,2.7,0,High,No,B.Com,9.99,233,58,0
STU_677610,Yoshita Dar,luckybajwa@example.org,+916743675581,Female,23,84.4,3.5,0,High,No,CA,7.53,189,97,0
STU_714696,Yutika Subramanian,laksh81@example.net,+917032840245,Female,21,95.7,2.7,1,High,No,CA,9.96,173,38,1
STU_478495,Varsha Bains,meerananda@example.net,+919933908555,Female,23,77.3,2.4,0,Medium,No,B.Com,7.18,120,33,1
STU_533827,Charvi Mammen,jeevika23@example.org,+918858650380,Male,18,74.7,4.7,0,Medium,No,B.Com,5.89,291,44,1
STU_248299,Agastya Baria,nramaswamy@example.net,+916400785099,Male,22,90.7,4.0,0,High,No,B.Com,6.97,350,95,0
STU_107681,Harshil Mani,gopaltarak@example.org,+916908287532,Male,23,85.0,10.5,2,Low,No,B.Com,6.14,95,59,1
