student_id,name,email,phone_number,gender,age,attendance_rate,study_hours_per_day,past_failures,family_income,scholarship,specialization,cgpa,clinical_score,hospital_hours,dropout_status
STU_576379,Ekani Rastogi,samuel61@example.com,+917769194767,Female,18,95.9,1.7,0,Medium,No,Dental,7.66,30,9,0
STU_819148,Kashish Chandra,balanaayush@example.org,+918382397333,Female,22,94.7,5.0,0,Medium,No,Dental,10.0,33,49,1
STU_423693,Lakshmi Deol,elijahnayak@example.net,+916911495474,Male,22,89.2,5.3,0,Low,No,Dental,7.14,76,1,1
STU_103529,Tanmayi Nanda,aachalshroff@example.net,+918787020432,Male,19,94.0,2.8,0,High,Yes,General,8.4,86,41,0
STU_917650,Jagvi Keer,manyadevi@example.org,+919220756359,Female,22,72.5,6.8,1,High,No,General,7.08,71,21,1
STU_456302,Sanya Banik,bde@example.com,+919853580396,Female,22,76.9,4.6,0,High,No,Dental,7.4,87,45,0
STU_181071,Rishi Joshi,dakshamitra@example.net,+916447424658,Female,19,94.7,2.3,1,Medium,No,Dental,6.52,68,40,1
STU_805741,Anirudh Contractor,jganesh@example.org,+918595103938,Male,23,87.2,3.7,0,Medium,Yes,Dental,6.63,52,20,1
STU_301653,Dalaja Kadakia,farhan52@example.com,+917123884073,Male,23,80.1,5.7,0,High,No,General,7.49,72,8,0
STU_306575,Krishna Reddy,wsinha@example.com,+918060669933,Male,23,79.9,2.9,0,High,No,General,7.13,78,41,1
STU_833673,Advay Virk,fiyazoak@example.com,+917577182361,Male,23,85.0,1.8,0,Medium,No,General,6.84,49,42,1
STU_568220,Leena Chandra,janujajayaraman@example.net,+918531230839,Female,19,79.0,2.0,1,Medium,No,General,8.56,33,46,0
STU_141194,Jyoti Pathak,raoshravya@example.com,+917744701087,Female,19,76.5,5.0,0,Medium,No,General,7.14,97,13,0
STU_250370,Samarth Deshmukh,krishnamurthynaksh@example.org,+919973362978,Female,20,70.2,8.6,0,Medium,Yes,Dental,6.63,88,24,0
STU_307655,Ranbir Uppal,hayrezarna@example.net,+916934569243,Male,18,90.3,0.7,0,Medium,No,General,9.11,31,37,1
STU_966574,Tanmayi Oza,robertgala@example.com,+918132452599,Female,23,70.6,2.4,0,High,No,General,8.12,86,42,0
STU_730684,Qushi Sood,biromisha@example.com,+916553164047,Female,23,95.6,11.0,1,High,No,Dental,5.3,66,34,0
STU_207550,Harinakshi Kari,sandalkamala@example.com,+916278492624,Male,21,93.2,3.2,1,Medium,No,General,8.29,89,3,1
STU_301390,Charan Rama,bishakhayohannan@example.net,+919352659925,Male,22,76.6,2.9,0,Medium,No,Dental,7.61,92,25,1
STU_573371,Samuel Ravi,snehabaria@example.com,+919927729644,Female,19,97.2,2.6,0,Medium,No,General,7.42,50,35,0
STU_649520,Darpan Nagarajan,qvenkataraman@example.net,+916572901160,Female,22,80.9,3.0,0,High,No,Dental,6.6,58,20,1
STU_523875,Luke Buch,pushti67@example.org,+919926371864,Male,23,93.0,6.8,0,Medium,No,General,8.81,73,0,0
STU_138007,Hemang Bail,bawaanita@example.net,+917714195684,Male,18,82.5,9.8,0,Medium,No,Dental,8.04,76,24,0
STU_801878,Inaya Atwal,eiravatikalita@example.com,+919276827349,Male,21,75.8,6.7,1,Medium,No,General,6.93,43,26,1
STU_486100,Oni Nagarajan,yochana33@example.org,+916960872622,Female,22,73.0,5.7,0,Medium,No,Dental,8.52,51,29,0
STU_712570,Manya Doshi,jananimutti@example.com,+916450593949,Female,20,81.1,2.6,1,High,No,General,7.37,56,48,0
STU_945645,Dalaja Dhawan,iprabhakar@example.com,+916109175281,Female,20,81.0,3.4,0,High,No,Dental,8.54,95,11,0
STU_542295,Frederick Rajan,wborde@example.net,+919257983371,Female,22,83.5,3.2,0,Medium,No,Dental,5.71,58,36,0
STU_368487,Gaurika Kala,jeet48@example.com,+918420494696,Female,22,84.8,4.3,0,High,No,Dental,7.81,56,22,0
STU_765636,Nikita Upadhyay,mason11@example.org,+917752831867,Female,23,81.8,4.1,0,High,Yes,Dental,7.1,51,21,1
STU_905500,Mugdha Minhas,warjas60@example.net,+917469134992,Female,22,74.1,7.7,0,Low,No,Dental,8.09,65,9,1
STU_578640,Tarak Kibe,aarnav87@example.com,+918611969870,Female,18,77.2,4.6,0,High,No,Dental,8.56,45,43,1
STU_472744,Tarak Sachdeva,bathekalinga@example.org,+916576562588,Male,23,85.1,5.7,0,Medium,No,Dental,6.81,54,25,0
STU_589126,Karan Chaudhary,wakeetabose@example.org,+917938024206,Female,23,63.3,12.9,2,High,No,Dental,7.49,64,31,1
STU_724910,Saksham Gulati,ladli29@example.org,+919084665963,Female,19,78.0,4.0,2,Low,No,General,7.72,43,38,1
STU_246459,Victor Ghosh,baraladvaith@example.net,+917277012102,Female,22,75.5,2.4,1,Medium,No,Dental,8.19,48,44,1
STU_898420,Anita Kari,ganesaneesha@example.net,+917277871272,Female,19,91.3,2.4,0,High,No,General,6.27,33,20,0
STU_893021,Nikita Lad,aryangarg@example.com,+917241270229,Male,20,72.2,1.7,0,Medium,No,Dental,8.55,65,45,0
STU_802364,Sanaya Dhar,avijani@example.com,+917987676447,Male,18,84.2,7.6,0,Low,No,General,7.12,68,29,0
STU_907982,Lavanya Raj,chanakyawali@example.org,+918318361493,Male,23,86.7,5.6,1,Medium,Yes,General,7.46,41,15,1
STU_400763,Samaksh Ramanathan,shivansh43@example.net,+917541853267,Male,21,95.2,2.2,0,Medium,Yes,Dental,9.56,50,25,0
STU_798702,Laksh Grewal,bhavika61@example.org,+919692225148,Female,19,84.8,2.7,0,Low,No,General,8.53,89,43,0
STU_394342,Harish Bhardwaj,danielbrahmbhatt@example.com,+918856708916,Male,18,95.8,0.6,1,Medium,No,General,9.61,68,3,0
STU_241241,Mitesh Prabhakar,saanvisrinivas@example.com,+918706473998,Male,22,82.0,1.8,0,High,No,Dental,9.67,78,25,1
STU_983674,Wridesh Mutti,bbali@example.net,+918064297201,Male,22,56.1,3.2,0,Low,No,Dental,8.35,72,38,0
STU_457382,Jagvi Madan,sarnanikita@example.com,+916509021006,Female,23,90.7,4.4,1,Medium,No,Dental,8.08,44,21,1
STU_141876,Vasana Nath,januja10@example.net,+919187260594,Female,19,97.5,8.4,1,Medium,No,Dental,8.17,77,25,1
STU_365787,Dayamai Vala,ishwar35@example.net,+918112108708,Female,22,60.6,1.5,0,Medium,No,General,5.89,44,7,0
STU_844706,Anamika Natarajan,devpatil@example.com,+919721923039,Male,19,84.3,1.1,0,Medium,No,General,6.14,34,9,1
STU_493429,Qarin Chada,yashnarayan@example.com,+916838153887,Female,19,49.5,2.8,0,Medium,No,Dental,6.08,46,9,0
STU_129402,Vasatika Nagarajan,dhawanyutika@example.com,+918529273053,Male,19,75.8,4.1,1,High,No,Dental,7.05,41,3,1
STU_721378,Nitesh Korpal,wahabkala@example.org,+918949887523,Female,19,83.3,1.2,0,Low,Yes,Dental,6.49,70,43,1
STU_904838,Peter Murty,bachittar37@example.net,+917250677442,Male,19,81.5,4.0,1,Medium,No,Dental,7.44,85,24,1
STU_970311,Farhan Karpe,atharvnatarajan@example.net,+919515691582,Male,20,86.6,2.9,2,Medium,No,General,6.77,37,24,1
STU_458002,Avi Hayer,dattamadhavi@example.net,+916849897438,Female,19,84.9,2.4,1,Low,No,Dental,7.93,92,8,1
STU_119449,Bahadurjit Subramanian,neha89@example.com,+917025576149,Male,18,90.0,2.0,0,Low,No,General,8.44,93,46,0
STU_109567,Odika Prasad,unni56@example.com,+916145760949,Female,20,90.9,3.1,1,Medium,No,Dental,8.57,52,29,1
STU_131168,Kalpit Morar,kdoctor@example.com,+916876369685,Female,19,70.6,5.7,0,Medium,Yes,General,7.78,31,4,1
STU_887132,Madhav Kaur,vasatikasehgal@example.net,+916565413103,Female,21,90.3,0.8,2,High,No,General,6.8,61,21,1
STU_850765,Omisha Goswami,kashyapomaja@example.com,+919652033088,Male,21,87.0,8.6,0,Medium,No,Dental,7.15,30,14,0
STU_357846,Vasatika Babu,qabil34@example.org,+916310135163,Female,18,91.7,2.7,1,Medium,No,Dental,7.49,46,32,0
STU_438361,Falan Magar,zkadakia@example.net,+916951929542,Female,21,67.1,12.8,0,High,No,General,5.0,55,26,1
STU_175224,Maanav Dani,amolkamdar@example.net,+919078488627,Male,21,86.9,2.0,0,High,Yes,General,8.15,67,5,0
STU_642158,Chasmum Kant,tandonnitesh@example.org,+917994054646,Male,23,60.0,10.7,0,High,No,General,6.54,69,11,1
STU_934287,Anika Cherian,xdugar@example.org,+917467329980,Female,19,91.0,7.1,0,Low,No,General,6.04,79,41,0
STU_308505,Jagrati Bhakta,charviparsa@example.net,+919104483754,Female,20,78.3,6.7,1,Medium,No,General,6.52,80,11,1
STU_753775,Andrew Chana,orau@example.com,+917882758370,Female,23,90.9,3.2,1,Medium,No,Dental,5.36,88,19,1
STU_311586,Utkarsh Dugal,wdua@example.org,+916251679871,Male,19,94.9,5.5,0,Low,Yes,Dental,9.73,98,34,0
STU_687690,Rohan Prabhakar,maanav08@example.com,+918551526161,Male,21,73.8,6.0,0,Medium,No,Dental,5.93,88,10,1
STU_486934,Nitara Rajan,purohitvincent@example.net,+916283835507,Male,18,79.5,1.1,0,High,No,General,7.77,63,35,0
STU_963459,Ekiya Dey,wbalay@example.com,+917956779002,Male,21,70.6,5.7,1,High,No,General,7.98,68,3,1
STU_405076,Aadhya Dora,kamya14@example.com,+918288473627,Female,19,76.1,4.8,0,Low,No,Dental,8.43,61,24,0
STU_441453,Chandresh Singh,wsibal@example.com,+918906511833,Male,18,92.7,8.4,0,Low,No,Dental,7.73,98,43,0
STU_203215,Manya Tata,edwinikbal@example.com,+917657644275,Female,18,88.2,9.8,0,Medium,No,General,5.7,59,17,1
STU_953580,Aradhana Solanki,ghoshgaurangi@example.org,+918652633773,Female,20,76.2,4.2,0,Low,No,Dental,6.38,77,9,0
STU_684130,Aayush Shukla,ayushman76@example.com,+917169919615,Male,22,89.8,7.3,1,High,No,Dental,8.1,72,12,1
STU_288458,Vansha Raju,sarinqadim@example.org,+918191898482,Female,20,94.1,4.9,1,Medium,No,General,7.78,35,8,1
STU_573344,Ladli Bansal,aarini09@example.org,+918810576287,Female,19,84.7,5.1,1,Medium,No,Dental,8.5,74,6,1
STU_944646,Vansha Pal,golechaitaly@example.net,+919348946941,Female,20,95.1,7.7,0,Medium,No,General,6.66,89,16,0
STU_439736,Radhika Kant,dhaliwaldayita@example.com,+916832347027,Male,22,89.1,4.1,0,Medium,No,Dental,5.79,96,45,0
STU_380401,Aadhya Talwar,urvashikara@example.net,+917963686160,Male,22,85.9,2.6,0,Medium,No,General,8.22,50,46,0
STU_546288,Hemal Taneja,meghana48@example.net,+918842855085,Male,21,93.9,4.2,0,High,No,Dental,8.41,56,4,1
STU_777650,Vasatika Nagar,christopherpalla@example.net,+916457002983,Female,21,79.7,2.7,0,Medium,No,General,7.31,51,30,0
STU_805573,Netra Dar,hmurthy@example.net,+919674612255,Male,20,85.7,2.3,1,Low,No,Dental,6.22,60,5,1
STU_518929,Jason Devan,gcheema@example.org,+916476877078,Male,23,86.6,5.2,0,Medium,No,General,6.66,78,43,0
STU_543318,Yasti Badami,singhalaayush@example.com,+916127565586,Female,22,88.9,3.0,0,Medium,No,Dental,6.75,82,13,0
STU_262017,Ranbir Gandhi,rachitprakash@example.net,+917029975224,Female,20,77.3,3.4,0,Medium,No,General,7.76,41,47,0
STU_653029,William Sinha,tailoraadi@example.net,+919149200480,Female,23,76.2,6.3,0,Medium,No,Dental,7.2,93,9,0
STU_356107,Varenya Samra,gaurav80@example.com,+919352925444,Female,22,83.9,8.2,0,Medium,No,Dental,5.56,67,31,1
STU_162160,Geetika Halder,krege@example.org,+916255643362,Male,21,84.2,6.2,0,Medium,No,Dental,8.44,63,18,0
STU_846561,Abhiram Sachdeva,mallickfalguni@example.net,+916491794597,Female,18,95.8,4.2,0,Medium,Yes,Dental,9.28,59,40,0
STU_332480,Naveen Vohra,mpanchal@example.net,+917876922332,Male,20,56.8,2.3,0,Low,No,Dental,6.86,38,4,0
STU_221036,George Wali,ayush28@example.org,+918457125263,Female,18,88.2,4.5,0,Medium,No,Dental,7.62,59,47,1
STU_159631,Jacob Doshi,elijahdugar@example.org,+918375469490,Male,22,82.1,7.1,0,High,No,General,7.04,51,6,1
STU_540315,Ayushman Srivastava,pahal04@example.net,+918594024748,Female,22,88.4,3.5,0,High,No,Dental,8.21,90,30,0
STU_286407,Vasana Seshadri,miteshkibe@example.com,+919703113129,Female,20,80.8,7.9,1,Medium,No,Dental,5.52,47,45,1
STU_435676,Damyanti Raghavan,amrutapatla@example.org,+918071375082,Female,18,89.0,4.1,0,High,No,General,6.4,39,27,1
STU_725881,Ladli Divan,usarkar@example.org,+919661905152,Male,20,95.3,5.8,0,Medium,No,General,6.77,64,28,0
STU_741872,Charita Bahl,fdutt@example.net,+919593309585,Male,23,89.7,2.6,0,High,No,Dental,8.79,80,6,0
STU_620251,Raagini Narayanan,grama@example.com,+917722391405,Male,22,93.1,2.3,0,Medium,No,General,7.46,38,4,1
STU_371511,Manthan Boase,ubasu@example.net,+917975830993,Female,21,97.5,2.1,0,Low,No,General,6.9,71,40,1
STU_573899,Darsh Sahota,matthewprabhu@example.org,+917518337236,Male,21,95.2,3.4,0,Medium,No,General,7.38,81,3,0
STU_313713,Upkaar Kara,lakshitmand@example.net,+918406671855,Male,20,95.6,4.3,1,Low,No,General,7.11,57,33,1
STU_449829,Megha Sethi,theodore64@example.org,+917882684467,Male,21,74.1,4.3,2,High,No,Dental,6.09,44,28,1
STU_227844,Shivani Majumdar,ikshita09@example.com,+917557136448,Male,22,93.5,3.7,0,High,No,General,6.51,32,13,1
STU_579411,Qabil Sodhi,isaiahbhatt@example.com,+917321144688,Female,21,89.1,5.3,1,High,No,General,5.17,39,26,1
STU_102501,Warda Barad,warinder42@example.org,+918817910451,Male,23,83.2,9.8,0,Medium,No,Dental,9.34,43,41,1
STU_748437,Inaya Lanka,amaira06@example.net,+916134560343,Male,20,82.0,4.2,0,Medium,Yes,General,7.88,85,19,0
STU_851267,Gaurang Pant,vmistry@example.com,+919076928632,Female,19,88.9,14.0,0,Medium,No,Dental,7.32,57,24,0
STU_375083,Wridesh Narain,usinghal@example.com,+919918327231,Female,20,96.8,3.7,0,Medium,No,Dental,6.91,87,24,0
STU_146776,Odika Vohra,pratyush55@example.com,+919291114689,Female,19,80.5,4.4,0,Medium,No,Dental,6.74,94,33,0
STU_785948,Atharv Balan,bagarwal@example.org,+918909159264,Male,23,84.6,7.9,0,Medium,No,General,6.13,86,32,0
STU_783299,Edhitha Bhatt,tellafalguni@example.com,+918961246820,Male,22,90.9,7.8,0,Medium,No,General,7.53,36,5,1
STU_365816,Kala Mistry,timothyseshadri@example.org,+919931409683,Male,18,86.3,7.1,0,Low,No,Dental,6.91,47,23,1
STU_979567,Irya Mandal,galaayaan@example.com,+919641804958,Male,22,82.5,3.4,0,Medium,No,General,6.77,51,34,0
STU_168408,Sai Char,kapurwarjas@example.com,+916112601489,Male,19,78.3,8.1,0,Medium,No,Dental,6.36,63,8,1
STU_977408,Jalsa Raju,wishimaster@example.org,+918368803401,Female,21,85.0,0.9,0,High,No,Dental,6.19,79,44,0
STU_413952,Charles Bhardwaj,narasimhanaarnav@example.org,+916343431165,Female,22,75.8,5.4,0,High,No,General,8.18,82,15,0
STU_401130,Liam Sarraf,aadhya05@example.com,+916423479888,Male,20,94.5,2.7,0,Medium,No,General,7.15,34,40,0
STU_107230,Vincent Hayre,faggarwal@example.net,+916785250858,Male,22,87.9,2.8,0,Medium,No,General,7.44,48,38,1
STU_283971,Vincent Wable,pkrish@example.net,+917151203163,Male,23,85.1,2.7,0,Medium,No,General,7.45,73,28,0
STU_115869,Anay Chakrabarti,anaypandey@example.net,+918562881466,Female,18,89.7,5.6,1,Low,No,Dental,8.4,91,17,0
STU_644051,Ladli Johal,aryabachittar@example.net,+916280167447,Male,23,94.5,1.0,0,Low,No,General,6.55,43,39,0
STU_699087,Zehaan Wali,raghavgaba@example.com,+919954562853,Male,21,91.0,1.7,0,Medium,No,General,6.49,65,43,0
STU_961825,Kiaan Chopra,viraj49@example.com,+917694567744,Male,22,88.5,7.1,1,High,No,Dental,7.19,87,12,0
STU_331709,Dipta Dixit,brahmbhattijaya@example.com,+919356794253,Female,22,92.7,4.5,0,High,No,General,9.4,85,45,0
STU_225734,Damini Chauhan,chandrananmol@example.org,+916300525401,Male,19,88.0,2.0,1,Medium,No,General,8.17,33,14,1
STU_344818,Damyanti Lalla,deepa47@example.com,+916839222029,Male,18,92.3,5.8,0,High,No,Dental,6.88,88,37,0
STU_975120,Ronith Swamy,ynayak@example.org,+918259031268,Female,19,97.6,3.1,1,High,No,Dental,9.71,50,32,1
STU_867606,Yashasvi Bhattacharyya,bhattyash@example.net,+917516403550,Male,19,90.4,5.3,1,High,No,General,6.79,35,19,0
STU_524430,Shivansh Gokhale,mshere@example.com,+918056636859,Male,21,80.5,2.4,1,Medium,No,General,7.99,43,34,1
STU_707302,Netra Pai,nagynachiket@example.net,+917453061388,Male,21,82.6,1.4,1,High,No,Dental,5.76,99,28,0
STU_102077,Dakshesh Viswanathan,gjani@example.com,+918425567506,Male,18,74.5,3.0,0,Medium,No,General,8.13,75,47,0
STU_113784,Michael Bera,ishanvisami@example.org,+917293492492,Female,23,87.2,5.5,1,High,Yes,Dental,8.19,39,45,1
STU_686010,Chanakya Choudhury,galaladli@example.net,+917004202912,Female,20,76.8,5.4,1,Medium,No,General,6.81,61,3,0
STU_843329,Oscar Patla,cbalay@example.net,+916838244909,Female,18,86.9,5.5,1,High,No,General,8.38,79,22,0
STU_512413,Tripti Mutti,veer96@example.net,+917412424285,Female,18,82.7,2.8,0,Medium,Yes,General,9.29,51,34,1
STU_680521,Janya Chauhan,samakshghosh@example.com,+918868395940,Male,23,75.2,6.0,1,Medium,No,Dental,7.0,97,25,0
STU_621094,Faris Mohan,ijaya15@example.net,+919990065797,Female,22,58.7,6.7,0,High,No,Dental,8.31,70,35,0
STU_605239,Niharika Suri,ekanshmander@example.com,+918575881104,Male,23,89.2,5.4,1,Low,No,General,7.11,89,42,1
STU_837201,Triveni Basu,darikaedwin@example.net,+917696340837,Female,22,85.2,2.5,0,High,No,Dental,8.12,59,0,0
STU_530831,Yashasvi Gala,nikitaramakrishnan@example.net,+917634528032,Female,20,91.4,5.4,1,Medium,No,General,7.15,42,48,0
STU_920383,Daksha Parekh,xsibal@example.com,+919413242912,Female,23,86.9,1.5,0,High,No,Dental,7.7,88,32,0
STU_169703,Varenya Ratti,rajanmahika@example.org,+916182067759,Female,18,75.0,2.5,1,High,No,Dental,8.25,71,33,0
STU_436128,Janya Kapur,upadhriti87@example.com,+918552936690,Male,23,82.3,3.4,0,Medium,No,General,7.11,61,25,1
STU_558920,Naveen Divan,qmenon@example.org,+917354559760,Male,23,88.1,2.7,0,High,Yes,General,6.5,35,1,0
STU_727549,Chasmum Vasa,cgarde@example.org,+918734274804,Female,19,79.5,6.9,0,High,No,General,6.4,88,19,0
STU_643633,Xalak Srinivasan,dviswanathan@example.org,+918245994118,Female,19,67.9,3.8,2,Medium,No,Dental,6.63,66,34,1
STU_342071,Qasim Narasimhan,tanvimurty@example.org,+919168599658,Male,22,57.1,4.4,0,Low,No,General,8.77,55,18,1
STU_537354,Panini Dyal,ganesangaurangi@example.com,+916892520217,Male,19,67.8,3.7,0,High,No,Dental,8.45,87,21,0
STU_705633,Yutika Upadhyay,hemani79@example.net,+919814700473,Male,20,83.9,2.7,1,Medium,No,General,7.4,72,12,0
STU_416953,Anirudh Kota,nilima65@example.net,+916715021529,Male,19,93.9,2.0,0,Medium,No,General,7.29,89,16,0
STU_583129,Eshana Sharaf,yatan03@example.net,+917184508078,Female,21,88.0,12.4,0,Medium,Yes,General,8.7,79,7,0
STU_873250,Falak Mann,vermaakshay@example.org,+917778777640,Female,19,96.1,2.4,0,Medium,No,General,7.72,73,18,0
STU_791366,Arya Gera,viraj14@example.net,+917546268152,Male,20,81.6,4.9,0,Low,Yes,Dental,7.74,43,8,1
STU_459335,Hema Korpal,hjohal@example.com,+919313286100,Female,18,89.9,3.7,1,High,No,General,7.5,34,38,0
STU_830679,George Agarwal,katajack@example.net,+918298606561,Female,19,88.3,3.0,0,Medium,No,General,6.51,37,19,0
STU_404924,Pooja Mohan,wthaker@example.com,+918879857865,Female,23,86.2,1.9,0,Medium,Yes,General,7.34,30,38,0
STU_316723,Netra Bora,lallrajeshri@example.org,+919624531311,Male,19,84.4,5.8,0,High,Yes,General,6.63,41,28,0
STU_889401,Megha Nadkarni,xdave@example.org,+916073806675,Male,20,72.7,3.0,0,Medium,No,Dental,6.91,76,3,0
STU_784888,Harshil Madan,wazir72@example.com,+917259723943,Female,20,95.8,3.8,0,Medium,No,Dental,7.89,54,30,1
STU_833475,Suhani Mall,ryan94@example.net,+916067236155,Female,20,67.9,1.7,0,High,No,General,7.2,36,38,0
STU_427975,Saanvi Kurian,misrabarkha@example.net,+919824323254,Female,22,64.9,2.6,0,High,No,General,5.0,71,15,0
STU_295394,Krishna Aggarwal,dhaliwalwarjas@example.net,+917950788087,Female,22,83.1,10.8,0,Medium,No,Dental,7.7,43,5,1
STU_321191,Banjeet Gola,jsoman@example.com,+918168244133,Male,19,87.9,4.4,0,Medium,No,Dental,7.33,51,29,0
STU_901822,Raksha Tara,sanaya45@example.net,+916830950084,Male,20,72.2,1.2,0,Low,No,Dental,6.7,44,35,0
STU_168748,Ikbal Gopal,rakshagola@example.com,+918223304823,Male,18,92.1,1.5,0,Medium,No,General,8.67,93,15,0
STU_202559,Aishani Borah,rachana42@example.org,+918560090593,Male,20,85.4,10.0,1,Medium,No,General,7.09,60,24,1
STU_505336,Ladli Uppal,ttaneja@example.net,+916667475182,Female,21,74.5,12.9,0,Medium,Yes,General,8.26,85,33,0
STU_200140,Manan Sarma,sinhavanya@example.com,+919611682956,Female,23,69.3,2.5,0,Medium,No,General,7.74,58,16,0
STU_926665,Samesh Korpal,amblechavvi@example.com,+919524234661,Male,20,82.0,2.5,0,Low,No,General,7.99,76,18,0
STU_660467,Ekantika Atwal,bariaaarav@example.net,+918338231367,Female,22,86.2,2.8,0,High,No,Dental,10.0,34,29,0
STU_551758,Zehaan Pal,pranitdutta@example.com,+916295584882,Female,18,93.0,7.1,1,Medium,No,General,7.7,73,33,0
STU_706573,Guneet Mangal,advayjohal@example.org,+919454502365,Female,21,51.5,4.1,0,Medium,No,General,6.99,68,47,1
STU_498628,Arunima Kumar,avenkataraman@example.com,+918974650041,Male,23,97.9,3.2,0,Low,No,Dental,7.83,85,23,1
STU_283206,Diya Narula,nachiketshanker@example.org,+918489479738,Female,23,81.7,3.2,0,High,No,General,6.31,32,7,1
STU_600950,Devika Deo,yashkapadia@example.net,+919432914473,Female,22,90.0,4.0,0,Medium,No,Dental,7.86,99,6,0
STU_976768,Wahab Varghese,hradhakrishnan@example.net,+916047772331,Male,21,69.7,2.3,0,Medium,No,Dental,7.6,90,42,1
STU_991643,Faqid Gill,chakrika83@example.com,+919093522580,Female,21,80.1,1.3,0,High,No,Dental,6.73,33,19,0
STU_808251,Reyansh Karpe,farajchopra@example.org,+916451810323,Male,23,84.1,2.6,0,Low,Yes,General,6.21,70,40,0
STU_668900,Laban Basak,bhavnasavant@example.com,+916789456855,Female,18,75.4,5.1,1,High,No,Dental,6.83,37,47,1
STU_598951,Ryan Raman,balvantripathi@example.com,+916547583312,Female,20,96.5,8.0,0,Medium,No,Dental,7.26,84,19,0
STU_431752,Manan Chopra,udant81@example.org,+916839098009,Male,22,82.7,3.7,1,High,No,Dental,6.89,58,35,1
STU_613468,Arunima Bedi,unniagrawal@example.net,+919143191882,Female,18,85.4,3.3,0,Medium,Yes,Dental,6.21,34,49,0
STU_266068,Aarini Srinivas,zdey@example.net,+919866750716,Male,19,94.7,4.7,0,High,No,Dental,5.61,86,46,0
STU_235061,Vasatika Sura,behlvasatika@example.org,+916422833089,Male,21,78.2,6.6,1,High,Yes,General,8.45,71,47,1
STU_634921,Yachana Vora,gauravratta@example.org,+917591361409,Male,23,94.3,1.1,0,High,No,General,9.08,33,37,0
STU_660839,Onkar Kuruvilla,guptaharshil@example.com,+916319265474,Male,21,77.6,2.7,0,High,No,General,8.75,51,32,0
STU_317949,Jackson Comar,rshroff@example.net,+916005709202,Female,19,81.2,5.4,0,Medium,No,General,6.28,67,46,1
STU_217187,Ekani Kar,warya@example.org,+917939225795,Female,18,89.9,3.4,0,Medium,No,Dental,6.56,66,28,0
STU_520717,Lucky Badal,upadhritibera@example.org,+918249391215,Female,22,89.5,5.8,1,High,No,General,6.94,82,3,0
STU_832934,Baljiwan Gill,pshankar@example.org,+916037661143,Female,23,75.2,4.2,0,Medium,Yes,Dental,7.76,33,35,1
STU_386220,Sarthak Vasa,pratti@example.org,+919017356771,Male,19,91.4,11.3,1,High,No,General,7.6,92,38,0
STU_705702,Jacob Nori,yauvani06@example.org,+916347388047,Male,20,82.9,4.5,0,Low,No,General,7.31,34,9,1
STU_871782,Alexander Om,anitazachariah@example.com,+918985237084,Male,19,63.0,1.6,0,Low,No,Dental,6.61,68,46,0
STU_633261,Aashi Kant,cbutala@example.org,+919462758578,Female,22,93.2,2.2,0,Medium,No,Dental,7.71,61,13,0
STU_219749,Damyanti Borde,wyatt49@example.org,+919816756978,Female,21,85.3,7.4,0,Low,No,General,6.86,70,1,1
STU_812938,Tanish Upadhyay,bimalaloyal@example.net,+917014994961,Male,18,94.4,4.7,0,High,No,Dental,7.14,57,5,0
STU_502808,Simon Seshadri,emukhopadhyay@example.net,+918034874579,Male,18,35.4,1.3,0,Medium,No,Dental,7.08,90,46,0
STU_345902,Tristan Sha,sachisawhney@example.org,+918531565030,Male,22,84.6,6.2,0,Medium,No,Dental,7.69,70,31,0
STU_441980,Ucchal Rau,isaacwagle@example.org,+917001834342,Male,22,76.2,2.6,0,Low,No,General,6.47,50,42,0
STU_273523,Unnati Bedi,rachitasubramanian@example.net,+919679325909,Female,18,79.6,2.3,1,High,No,Dental,7.48,92,15,1
STU_180049,Megha Mani,dakshrandhawa@example.org,+918500136279,Female,18,89.8,6.3,0,Medium,Yes,Dental,6.75,79,45,0
STU_142160,Ridhi Swaminathan,deepakalita@example.net,+919759362229,Male,20,95.5,12.3,0,High,No,General,8.53,63,7,1
STU_580466,Sara Kamdar,vedikanigam@example.org,+916377350170,Male,22,62.9,5.0,1,Medium,No,General,6.41,88,44,1
STU_902228,Anay Gola,utkarsh42@example.net,+917408883369,Male,18,84.9,6.5,0,High,No,Dental,8.15,77,34,1
STU_913304,Pranav Basak,sguha@example.com,+917174956645,Female,21,86.9,4.8,0,Medium,No,General,8.31,83,14,0
STU_289869,Dayamai Chada,abhimanyu83@example.com,+918435790400,Male,19,92.1,8.3,1,Low,No,General,8.45,68,0,0
STU_373549,Nimrat Bhasin,yuvraj72@example.com,+918401178600,Male,23,80.8,1.2,1,Low,No,Dental,7.8,50,8,1
STU_937762,Jason Majumdar,dubeaarnav@example.net,+916602872441,Male,19,74.6,3.1,0,High,No,Dental,5.18,55,49,0
STU_629465,Abeer Gade,samakshgolla@example.net,+916578020130,Male,18,76.7,3.5,0,High,No,General,9.7,90,24,0
STU_462197,Chakradev Sandhu,nikita66@example.com,+917760386329,Female,19,93.8,1.8,0,Medium,No,General,7.84,82,36,0
STU_184500,Balhaar Subramanian,ytata@example.org,+919616147382,Male,20,65.0,4.1,0,Medium,Yes,General,7.02,93,25,0
STU_927155,Urvashi Chadha,tejas84@example.com,+919803757640,Female,21,84.9,1.1,0,High,No,Dental,7.94,34,5,0
STU_637938,Madhavi Kapoor,maanas88@example.com,+916004851574,Female,21,96.9,4.9,0,High,No,Dental,8.09,77,28,0
