student_id,name,email,phone_number,gender,age,attendance_rate,study_hours_per_day,past_failures,family_income,scholarship,class_level,cgpa,homework_rate,parent_meetings,dropout_status
STU_905398,Pavani Kothari,wnarayan@example.com,+916517779654,Female,19,78.5,2.6,3,Medium,No,12th,9.55,29,3,1
STU_780000,Harita Bhagat,yahvi76@example.org,+919985079399,Male,19,90.6,3.6,0,Medium,No,10th,10.0,63,3,0
STU_534576,Warda Gulati,behlomisha@example.org,+916643405334,Male,23,81.8,4.2,0,Low,No,10th,7.78,47,1,1
STU_402254,Shivansh Bandi,chakradev07@example.com,+917109849280,Female,19,92.6,2.0,0,Medium,No,12th,6.62,48,1,0
STU_314448,Gaurika Grover,goelgirindra@example.com,+916232824369,Male,20,80.1,6.5,0,Low,No,12th,7.33,45,2,1
STU_499635,Mohini Mani,dakshesh83@example.net,+918778838262,Female,21,95.7,4.4,1,High,No,12th,8.76,23,4,1
STU_415683,Ira Thakkar,saichaudhari@example.com,+917456710542,Male,19,93.9,4.8,1,Medium,No,10th,6.21,85,4,1
STU_833366,Indira Sinha,ikbalaurora@example.net,+916710748511,Male,23,85.9,4.9,0,High,Yes,12th,6.69,21,0,1
STU_362209,Aarav Gopal,gaurangi94@example.com,+916941270053,Female,20,53.3,2.7,0,Medium,No,10th,4.97,40,3,0
STU_575021,Yash Rege,aayush88@example.net,+917254934903,Female,20,94.6,5.2,0,Medium,Yes,10th,8.76,76,4,0
STU_337137,Wishi Gulati,frajan@example.org,+919981117015,Male,19,74.7,4.1,0,High,No,10th,7.26,49,2,0
STU_778289,Jeevika Bal,upadhyaywishi@example.org,+917930861826,Female,19,59.9,2.5,0,High,No,12th,8.55,51,3,0
STU_347688,Kritika Wable,gjayaraman@example.com,+919724590929,Male,20,89.4,2.0,0,Low,No,12th,6.75,42,2,0
STU_384815,Mitesh Iyer,mekhalarandhawa@example.net,+916756494067,Female,23,96.1,2.2,1,High,No,12th,6.9,48,0,0
STU_497601,Liam Khosla,jkibe@example.net,+919513037578,Male,20,91.8,8.6,0,Medium,No,12th,7.32,49,1,0
STU_480466,Nisha Sawhney,pmitra@example.com,+919552839516,Female,21,76.9,5.3,1,Medium,Yes,10th,10.0,72,2,0
STU_447315,Abhiram Kale,indrajitagarwal@example.net,+917779095404,Female,18,79.1,7.4,0,High,Yes,12th,7.81,21,4,0
STU_661876,Vanya Prakash,nicholasgrover@example.org,+917555467679,Female,19,89.7,1.8,0,Low,No,10th,6.1,24,0,0
STU_655483,Gaurav Yadav,settysai@example.org,+919573085779,Female,20,92.5,9.8,1,High,No,10th,7.2,51,2,1
STU_241247,Samesh Din,bedifaris@example.net,+918607711936,Male,20,90.7,2.1,1,Low,No,12th,7.59,45,0,0
STU_959661,Amrita Kala,tkhare@example.org,+919100774978,Female,22,98.4,2.9,0,High,No,12th,8.07,59,0,0
STU_996039,Neel Sarna,pbhakta@example.net,+917430993405,Male,22,90.9,3.9,0,High,No,10th,7.12,33,0,0
STU_448609,Siddharth Narayanan,dev97@example.org,+918046192955,Female,18,85.1,5.2,1,Low,No,10th,8.47,45,4,1
STU_494291,Vihaan Bawa,odass@example.net,+917268574609,Male,21,75.7,3.5,1,Medium,No,12th,8.25,51,2,1
STU_470353,Hemal Chana,nnarula@example.org,+917246745178,Female,21,83.0,7.4,0,Low,No,10th,7.05,90,4,1
STU_431541,Indira Balan,aayushnagi@example.org,+918907814045,Male,22,83.2,4.5,0,Low,No,10th,10.0,90,0,0
STU_781301,Advika Bhalla,mitalrishi@example.net,+918516592179,Female,23,90.1,2.9,1,High,No,10th,8.51,54,1,0
STU_619621,Keya Shan,doctoraryan@example.org,+918000240774,Male,20,88.7,5.1,0,Medium,No,10th,9.85,96,2,0
STU_247494,Ranbir Ben,dharkeya@example.org,+916370523900,Female,18,87.2,2.3,0,Medium,No,12th,9.5,99,2,0
STU_790907,Omya Balan,radha51@example.com,+918427001149,Male,21,89.9,6.6,0,Medium,No,12th,9.13,86,2,0
STU_245569,Jagvi Pall,amruta86@example.org,+917362208118,Male,22,90.7,1.4,0,High,No,12th,10.0,61,4,1
STU_751613,Harish Baria,biswaskeya@example.com,+918122411384,Male,23,72.3,2.6,1,Medium,No,12th,5.41,42,3,1
STU_177915,Laksh Chaudhuri,pallaarunima@example.net,+916798976007,Male,18,98.7,2.0,1,Medium,Yes,10th,9.33,92,0,1
STU_444859,Pranav Bhargava,iyerjagvi@example.com,+916846728983,Female,23,82.3,2.2,0,Medium,No,12th,4.59,86,1,0
STU_459741,Siya Mann,tkanda@example.com,+919428028062,Male,21,88.2,6.4,1,Medium,No,10th,7.5,32,1,1
STU_298225,Unni Patla,cheemagauri@example.com,+919593850022,Male,20,88.7,6.1,0,Medium,Yes,12th,5.94,71,4,0
STU_357400,Qabil More,ojasvimander@example.com,+918606955226,Female,18,98.9,3.4,0,Medium,No,10th,7.88,88,0,0
STU_821160,Jackson Sastry,ichandran@example.net,+916111114563,Female,18,83.4,3.4,0,Low,No,12th,9.92,86,1,0
STU_285542,Ijaya Ray,tanveer51@example.com,+918550838642,Male,19,86.4,0.7,0,Medium,No,12th,6.93,71,4,1
STU_804239,Vritti Pall,wmadan@example.com,+918844518199,Female,21,82.1,10.2,0,Medium,No,12th,9.65,36,2,0
STU_644942,Lajita Rattan,rnagarajan@example.com,+916545407121,Female,23,67.1,2.9,0,Medium,No,10th,7.66,84,0,0
STU_173839,Nandini Saini,tripathisamuel@example.net,+916430957362,Male,18,77.9,1.8,0,Medium,No,12th,9.01,42,2,0
STU_316884,Parth Bajaj,kalayahvi@example.com,+917047953137,Male,19,94.8,8.9,1,Medium,No,10th,9.63,21,0,1
STU_228311,Amol Khurana,bhavini11@example.com,+917700118550,Male,19,67.1,7.0,1,High,No,12th,6.05,77,0,0
STU_235335,Anamika Sha,ubika43@example.org,+919509420380,Female,22,76.7,6.3,1,High,Yes,12th,6.34,98,2,1
STU_274539,Pooja Ray,jeevikapatel@example.org,+918656404062,Female,23,86.9,4.7,1,Medium,No,10th,9.27,29,0,1
STU_167297,Omaja Deo,chandresh35@example.net,+916989223088,Male,19,89.1,6.0,0,Medium,No,10th,5.84,94,3,0
STU_725468,Veda Mohan,ethan88@example.org,+917687593689,Female,20,83.9,2.7,0,Medium,No,12th,5.33,49,0,1
STU_562522,Bachittar Saini,ulalla@example.org,+919364319810,Male,23,61.9,0.7,1,High,No,10th,5.18,23,4,1
STU_532911,Falak Kala,rmenon@example.net,+918172876234,Female,18,95.8,4.2,0,Medium,Yes,12th,5.17,75,2,0
STU_379420,Advaith Bedi,ktank@example.org,+919367908849,Male,18,84.7,2.0,0,High,No,12th,7.98,74,4,1
STU_707019,Xavier Bajaj,shuklabhavya@example.org,+919520993005,Male,19,75.1,6.1,0,Medium,No,10th,7.81,67,3,0
STU_443040,Chandani Bhatti,vidhi01@example.net,+917611506843,Male,21,92.5,1.8,0,High,Yes,12th,9.18,39,2,1
STU_589275,Dhruv Balakrishnan,etakamdar@example.net,+919342888087,Female,19,82.3,1.8,0,Medium,No,10th,6.41,46,0,1
STU_795932,Kashish Dutta,sundaramzilmil@example.org,+916596750167,Female,18,75.9,5.7,0,Medium,No,12th,7.02,28,2,1
STU_295860,Sachi Prabhu,chahalhema@example.com,+918056960587,Female,18,93.3,4.6,0,High,No,12th,6.1,64,3,1
STU_294023,Jagdish Seshadri,asehgal@example.org,+916793732664,Female,23,92.2,6.6,0,Medium,Yes,10th,8.18,62,2,1
STU_590452,Lajita Upadhyay,siyachakrabarti@example.com,+918451609431,Male,20,86.3,3.2,0,Medium,Yes,10th,7.66,62,2,1
STU_948682,Mohammed Chandra,choudhuryaarav@example.com,+916498685644,Female,18,75.1,5.8,0,Medium,No,12th,8.22,73,4,1
STU_734143,Ekaja Agrawal,abala@example.org,+916533756922,Female,21,87.1,2.3,1,High,No,12th,8.59,70,0,1
STU_267331,Advika Atwal,dalbir60@example.net,+919293279340,Female,21,72.7,9.1,1,Medium,No,10th,4.8,26,3,0
STU_524521,Xiti Vig,yadavnilima@example.com,+917637707322,Female,18,96.8,8.3,0,Medium,Yes,12th,7.53,44,0,1
STU_537459,Bakhshi Pathak,nagrawal@example.com,+916897747096,Female,20,92.6,6.0,0,High,Yes,10th,7.77,67,2,1
STU_921271,Maya Dada,xmukherjee@example.com,+918104879370,Male,22,94.1,3.0,0,High,Yes,12th,5.66,90,1,0
STU_766911,Sneha Mistry,upadhyayedhitha@example.com,+919741106503,Female,22,76.2,5.8,1,High,No,12th,7.96,58,4,1
STU_494814,Isaac Dewan,odin@example.net,+918891462928,Male,23,90.7,1.8,0,Medium,No,10th,7.12,47,1,0
STU_895843,Sudiksha Srinivas,benjamingopal@example.org,+917574386512,Male,19,91.7,2.7,0,High,Yes,10th,8.15,95,0,0
STU_370561,Chavvi Zachariah,duttasamuel@example.com,+917463679077,Female,21,67.5,4.6,1,Medium,No,12th,7.5,87,2,0
STU_310972,Darsh Wason,thomasbarad@example.net,+917379408303,Female,19,75.7,7.0,0,High,No,12th,7.58,50,4,1
STU_921092,Yasti Sridhar,kundajason@example.com,+917816917483,Female,20,80.3,13.8,1,High,No,12th,4.36,94,2,0
STU_114975,Utkarsh Bhat,gautamiramaswamy@example.net,+918686029299,Male,23,91.4,2.8,0,Low,No,12th,10.0,46,1,0
STU_193327,Kevin Tara,ikshita95@example.com,+918527669045,Female,22,96.9,3.1,0,Low,No,10th,8.9,57,1,0
STU_665630,Alexander Chandran,agastyanadig@example.org,+916837857240,Female,18,85.9,6.4,1,Low,No,10th,7.41,57,0,0
STU_195518,Vedant Pillai,nathan68@example.org,+919898803773,Male,23,89.8,7.1,0,Medium,No,12th,8.65,91,4,0
STU_102363,Indali Hora,vihaan67@example.net,+916976799970,Female,20,91.4,3.8,0,High,No,12th,6.61,89,4,0
STU_473543,Pahal Palan,bkapur@example.com,+917005768761,Female,20,70.4,3.3,0,High,No,10th,9.4,97,1,0
STU_659060,Madhav Kibe,smammen@example.net,+918813459586,Male,21,86.2,5.5,1,Low,Yes,12th,7.1,35,2,1
STU_854848,Ronith Kumer,sundaramamol@example.org,+919782558518,Female,20,96.1,6.2,0,High,No,10th,10.0,58,2,0
STU_576597,Imaran Baria,krishasabharwal@example.net,+918404592635,Female,18,89.3,5.7,1,High,No,12th,8.06,89,0,1
STU_268301,Arunima Rege,inatt@example.net,+916727370800,Female,23,82.4,10.5,0,Medium,No,12th,7.17,26,3,0
STU_148274,Victor Pradhan,nathanchakraborty@example.org,+919556586424,Female,22,86.0,7.7,0,High,No,10th,8.52,35,0,1
STU_154119,Bhavini Chana,suhanimittal@example.com,+917980264005,Male,23,82.3,1.4,0,Medium,No,12th,8.01,77,0,1
STU_946776,Meghana Dora,darsh55@example.com,+918184580022,Female,20,94.7,3.0,0,Low,No,10th,10.0,55,1,0
STU_396113,Hardik Ranganathan,perilila@example.net,+916901397245,Male,18,79.3,1.3,0,Medium,No,10th,6.26,59,4,1
STU_678118,Netra Bhandari,brindadara@example.com,+919610833560,Female,23,80.3,5.3,0,Medium,No,12th,6.1,93,1,0
STU_816086,Triveni Prakash,xnigam@example.com,+918836234049,Male,19,88.4,9.6,0,High,No,12th,5.38,26,2,0
STU_259629,Anmol Baria,hbhalla@example.net,+917120794347,Male,21,64.8,2.0,0,High,No,12th,8.05,56,1,0
STU_423891,Yashodhara Talwar,baradadvaith@example.net,+918145049550,Female,21,85.5,2.4,0,High,Yes,12th,6.07,42,1,0
STU_515334,Qasim Divan,smannan@example.com,+918452298063,Female,21,86.1,3.1,1,High,No,10th,6.48,87,3,0
STU_894099,Riya Walla,basakalexander@example.net,+919880153510,Female,23,88.5,1.5,0,Low,No,12th,4.35,89,0,0
STU_184311,Kamya Behl,dominic53@example.com,+916262856010,Female,22,89.3,4.8,0,High,Yes,10th,9.02,83,2,0
STU_469538,Aishani Barad,qushi83@example.com,+919984936954,Female,18,75.2,9.3,0,Low,No,12th,6.81,50,0,0
STU_362196,Sarthak Lad,idalal@example.net,+917994269395,Female,22,74.1,2.5,0,Medium,Yes,12th,9.46,71,2,0
STU_392637,Yutika Seth,ekalla@example.net,+919824305026,Male,21,90.9,5.6,0,High,No,10th,7.67,33,3,0
STU_760666,Mitesh Choudhry,ekani33@example.org,+916253936096,Female,21,80.2,3.7,0,Low,No,12th,7.94,75,0,1
STU_293360,Tarak Lata,chandresh28@example.org,+916046384698,Female,21,95.8,4.4,0,Low,No,10th,5.74,91,4,0
STU_876527,Daksh Dar,falansani@example.com,+918387124929,Female,23,61.9,0.9,1,Medium,Yes,12th,9.01,82,1,0
STU_689175,Vamakshi Seth,baljiwan13@example.net,+918725346343,Female,19,94.5,7.2,1,High,No,12th,6.88,73,4,0
STU_676800,Udyati Venkataraman,hemangsule@example.net,+918694118936,Male,22,82.5,4.8,0,Medium,No,12th,7.9,64,2,0
STU_718100,Ayushman Borra,patilaarav@example.com,+919067998720,Male,18,75.6,3.0,0,Medium,Yes,12th,4.61,71,3,0
STU_676285,Ucchal Ahluwalia,chadmanan@example.com,+917601428154,Female,20,91.2,3.1,0,High,No,10th,5.66,64,1,1
STU_526542,Champak Sura,magarbaljiwan@example.com,+916867622661,Male,21,77.0,5.0,0,Medium,No,10th,9.27,83,4,0
STU_443104,Gagan Venkatesh,arunimakala@example.org,+916265896407,Male,22,72.7,9.8,0,Medium,No,12th,8.62,46,3,0
STU_121575,Liam Yogi,muniagastya@example.org,+916689917816,Male,22,83.3,1.6,0,Medium,No,10th,6.62,35,4,1
STU_913518,Isaiah Palla,zhans@example.net,+916142927834,Male,22,71.6,6.5,1,Medium,No,12th,8.48,71,1,0
STU_972866,Aachal Edwin,ekbalsethi@example.net,+916385529077,Male,18,92.1,13.9,2,Medium,No,10th,8.45,63,0,1
STU_751599,Laksh Sawhney,eseth@example.org,+916628030997,Male,20,83.7,7.1,1,Low,No,12th,7.66,93,0,0
STU_180666,Xiti Sami,logandubey@example.com,+919823019809,Male,18,84.9,1.9,0,Medium,No,12th,6.12,32,4,1
STU_302844,Teerth Keer,gabriel35@example.net,+918172221301,Female,20,91.5,4.2,0,High,No,10th,6.85,73,2,1
STU_880146,Shravya Kothari,narangjeevika@example.org,+919064629582,Male,18,74.5,4.2,0,High,No,12th,5.32,67,4,1
STU_894112,Wakeeta Grewal,aoommen@example.com,+918018664283,Male,21,80.2,1.7,0,Medium,No,10th,6.37,83,2,1
STU_307414,Arya Kant,owen83@example.com,+919891525430,Female,18,67.3,2.1,0,Medium,No,12th,9.53,25,4,1
STU_546790,Yasti Sarna,saumyasamra@example.net,+918022390711,Female,19,89.8,7.0,0,Medium,No,12th,7.78,23,3,0
STU_571167,Ira Thaker,qanand@example.net,+919212193178,Female,23,93.5,1.7,0,Medium,No,12th,4.73,47,0,0
STU_716534,Tripti Vyas,ybuch@example.org,+917540724255,Male,19,86.6,2.9,0,High,No,10th,5.9,42,0,1
STU_105249,Banjeet Mander,csami@example.net,+917752476489,Male,19,91.2,3.4,2,Low,Yes,10th,6.67,21,3,1
STU_651845,Samuel Borra,lucky58@example.org,+916035999652,Female,19,71.2,1.8,1,High,No,10th,9.04,34,3,1
STU_845845,Vrinda Anne,isarraf@example.org,+917553340424,Male,21,81.0,3.4,0,High,No,10th,8.09,32,4,1
STU_388440,Xiti Loke,udyati31@example.org,+917723657344,Female,23,92.8,3.2,0,Low,Yes,10th,8.88,51,0,0
STU_875651,Daniel Nazareth,champakbhardwaj@example.org,+916375249994,Female,19,46.6,6.1,2,Medium,No,10th,7.4,65,2,1
STU_744804,Jonathan Purohit,maanascherian@example.com,+918061114897,Female,22,62.5,7.1,0,Low,No,12th,4.03,61,2,0
STU_164369,Ekapad Gaba,sdash@example.net,+917286083018,Female,23,73.7,1.8,2,Low,No,10th,6.06,30,2,1
STU_875702,Lekha Ramesh,ekbal10@example.net,+916290610801,Female,22,88.0,2.1,4,Medium,No,10th,6.11,48,0,1
STU_581203,George Tailor,vartybenjamin@example.net,+917838510115,Female,22,88.1,4.4,0,High,No,12th,6.17,86,3,0
STU_851440,George Mandal,uvaidya@example.com,+919710268164,Female,19,98.3,3.4,0,High,No,10th,9.35,34,3,0
STU_389141,Daksh Dewan,bachittar16@example.com,+916306376703,Female,23,94.6,3.2,0,Medium,No,10th,6.51,73,3,0
STU_481285,Wazir Rajan,kritikanair@example.com,+919094589929,Male,23,93.5,3.6,0,Medium,No,12th,10.0,65,1,0
STU_886417,Januja Gade,pdhawan@example.net,+918125703839,Male,22,95.9,6.9,0,Medium,No,10th,8.07,97,4,0
STU_454136,Zarna Ganguly,deshmukhoeshi@example.org,+918664612127,Male,22,75.7,3.1,1,Low,Yes,12th,7.56,24,4,0
STU_744212,Praneel Hayer,mitali66@example.org,+916921933501,Female,19,85.8,8.0,0,High,No,12th,8.78,56,4,1
STU_751689,Kashvi Chand,eiravati24@example.net,+917619941566,Female,23,65.9,4.9,0,Low,Yes,12th,8.79,36,1,0
STU_106723,Udant Srinivas,sakshamnagy@example.net,+917232481048,Male,21,92.0,4.4,0,High,No,12th,7.81,62,4,0
STU_714356,Zansi Dora,advaygill@example.net,+916548398017,Male,22,91.4,2.3,0,Medium,No,12th,4.85,74,0,1
STU_793850,Kashvi Sani,cheemaojas@example.net,+919154784454,Male,22,93.4,1.3,0,Low,No,12th,9.35,84,1,0
STU_115986,Arunima Ganesan,qadimgrewal@example.net,+918244766033,Male,21,93.0,4.5,1,High,No,10th,7.16,23,2,0
STU_288204,Amara Nanda,tanish91@example.org,+916252975391,Female,19,88.8,2.9,2,Medium,No,10th,8.0,54,4,1
STU_183296,Anamika Sama,cchakraborty@example.com,+916483355032,Male,21,91.3,12.3,0,Medium,No,12th,9.39,56,0,0
STU_418668,Leena Hora,jagvi31@example.net,+918120333038,Male,20,89.0,5.5,1,Medium,No,12th,6.05,27,4,0
STU_448003,Vyanjana Rana,nbhasin@example.org,+917391755212,Female,18,87.2,3.8,0,Medium,No,12th,7.09,29,2,1
STU_733611,Rushil Srinivas,mganesh@example.net,+916777840801,Male,19,87.6,7.9,0,Low,No,12th,6.83,53,1,1
STU_544120,Ijaya Chaudhuri,khosladalaja@example.com,+919528074310,Female,21,91.9,1.0,1,High,Yes,10th,8.0,37,3,0
STU_486695,Banjeet Dey,chakrabortysanaya@example.net,+917965769930,Female,21,89.9,0.7,0,High,No,10th,8.56,67,3,1
STU_522786,Rachit Rout,glal@example.net,+919738678087,Female,20,68.8,10.0,0,High,No,10th,8.64,95,2,0
STU_516188,Manbir Grover,omkaar08@example.net,+919117461565,Female,19,92.9,3.0,0,High,No,10th,4.52,21,3,0
STU_712111,Bhavna Devan,vjha@example.org,+917259438872,Male,20,91.6,1.3,1,Medium,No,12th,7.02,27,2,1
STU_870285,Abdul Bhakta,balabrinda@example.com,+917053095021,Male,21,82.2,2.0,0,Low,Yes,10th,4.63,81,1,1
STU_802516,Xavier Bassi,ovarma@example.org,+917443465486,Male,23,83.3,4.0,1,Medium,No,10th,9.12,95,3,0
STU_422916,Pavani Rajan,niteshbiswas@example.com,+916410149898,Male,22,98.9,4.3,0,High,No,10th,9.0,20,1,0
STU_958806,Vasana Deshmukh,mohini15@example.net,+917150655248,Female,23,86.4,1.7,0,High,Yes,10th,6.08,46,1,0
STU_740503,Ishanvi Srivastava,anthonyjayaraman@example.org,+918536430838,Female,19,89.9,3.1,0,Medium,No,12th,8.2,89,2,0
STU_146016,Ira Kata,taraknagar@example.org,+918320111041,Male,18,96.7,0.9,2,Low,No,12th,7.77,71,1,1
STU_100536,Janani Bose,comargaurangi@example.com,+917295666867,Male,19,94.4,2.6,1,Medium,No,10th,7.09,68,3,0
STU_993469,Yuvraj Dara,kbarman@example.net,+916513379812,Female,23,71.6,5.5,0,Low,Yes,10th,6.15,20,1,1
STU_852385,Azaan Chaudhuri,dev24@example.org,+918945104101,Male,19,88.1,4.3,0,High,No,10th,8.16,22,0,1
STU_630301,Zaitra Prabhu,zayan88@example.com,+916962966754,Male,19,70.6,4.3,1,High,No,12th,7.84,20,2,1
STU_290470,Samesh Sangha,ydeshmukh@example.net,+917399205050,Male,19,76.2,2.0,1,High,No,10th,10.0,50,3,1
STU_777214,Vasatika Keer,chaudryriya@example.org,+916557911378,Female,19,82.7,12.1,0,High,No,10th,6.11,21,2,1
STU_323315,Saksham Kuruvilla,vbala@example.com,+917177777736,Female,21,77.6,5.9,2,Medium,No,10th,7.14,94,1,1
STU_397681,Aashi Sen,vermaliam@example.net,+919054840496,Male,20,67.6,3.2,0,High,No,10th,5.94,50,4,0
STU_209099,Baljiwan Mallick,tchahal@example.org,+917497317799,Male,22,86.5,1.9,0,Low,No,10th,7.25,20,1,1
STU_381390,Teerth Bhandari,raochandani@example.net,+916010838082,Male,22,74.3,3.1,1,High,No,10th,8.11,31,0,1
STU_653596,Maya Shan,zashildani@example.org,+917336361137,Male,22,94.4,2.8,0,Medium,No,10th,6.51,93,1,0
STU_494732,Pooja Iyer,xgoda@example.com,+918893718517,Male,19,98.4,4.9,0,Medium,Yes,10th,7.68,47,3,1
STU_452196,Ansh Chacko,bhaktabaghyawati@example.com,+917519799232,Male,19,72.1,2.4,0,High,No,10th,9.24,44,2,1
STU_934899,Zarna Narayan,akshay49@example.com,+916732858409,Female,20,82.6,4.9,0,Medium,Yes,10th,7.68,46,4,0
STU_304630,Anusha Shanker,maanas10@example.org,+918337868599,Male,19,91.4,1.8,1,High,No,10th,7.23,98,0,0
STU_332370,Qabil Deshpande,lila78@example.org,+918359495391,Male,20,59.3,5.4,0,Medium,No,12th,4.54,80,2,0
STU_411016,Owen Sundaram,pbandi@example.net,+917237302572,Male,22,90.2,5.2,0,Medium,Yes,12th,8.43,79,0,0
STU_829435,Chaitanya Goda,ozacharles@example.net,+917500279986,Male,21,97.0,5.1,0,High,No,12th,8.07,83,0,0
STU_956051,Devika Chowdhury,chadzilmil@example.com,+917392750735,Male,21,80.0,4.8,0,High,No,10th,6.96,97,3,0
STU_612628,Avi Din,bishakha01@example.net,+919731987584,Female,20,85.0,4.8,0,High,Yes,10th,8.89,71,3,1
STU_138270,Warda Konda,fprabhakar@example.com,+917695155038,Female,18,79.2,2.6,0,Low,No,12th,5.95,42,2,0
STU_856221,Indrajit Chana,janya90@example.org,+919286294643,Male,22,91.9,4.5,1,Low,No,12th,8.37,95,2,0
STU_487075,Patrick Krish,indirabuch@example.net,+917473958367,Female,20,68.5,2.0,0,Low,No,12th,9.08,21,0,1
STU_544025,Eiravati Buch,nathanchandran@example.org,+919701370183,Male,19,85.8,7.1,0,High,No,12th,6.77,47,4,0
STU_549085,Amaira Prasad,aaravraghavan@example.org,+917258046795,Female,23,91.6,2.2,0,Medium,Yes,12th,8.49,78,1,0
STU_724094,Maanas Nadig,gauri09@example.org,+916840493897,Female,19,88.8,2.5,0,High,Yes,10th,5.02,89,3,0
STU_331843,Daksha Varma,orinder35@example.com,+916750133772,Male,23,76.6,3.5,0,Medium,No,10th,7.66,53,4,0
STU_149527,Chanchal Raju,sanedipta@example.org,+916548808520,Female,22,79.5,4.9,0,Low,No,10th,7.85,70,3,0
STU_683488,Aayush Balay,lkalita@example.org,+918462003510,Male,22,59.4,1.8,1,Medium,Yes,12th,7.76,97,4,0
STU_456056,Nakul Mahajan,jeet70@example.net,+916667398922,Male,20,75.0,10.0,0,High,No,12th,6.97,31,0,0
STU_844618,Nilima Kade,krishnabutala@example.org,+916563512143,Male,18,93.6,8.0,0,Low,Yes,12th,6.46,78,3,0
STU_413994,Rayaan Natt,ubika25@example.org,+918358701444,Female,18,82.2,8.3,0,Medium,No,10th,5.72,22,1,1
STU_378679,Kamya Bhargava,vinaya43@example.org,+918512493212,Male,22,90.2,2.0,0,High,No,10th,4.0,40,3,0
STU_669196,Onveer Arora,prabhakarcharan@example.net,+916824160956,Female,22,92.4,2.7,0,High,No,10th,9.27,21,3,0
STU_426236,Chaitanya Yadav,ekantika89@example.com,+916412380055,Male,22,94.6,11.2,0,Medium,No,12th,6.01,52,3,0
STU_432419,Ayaan Das,lekha17@example.net,+916677720454,Male,18,69.6,10.2,1,Medium,No,10th,8.26,49,1,1
STU_214483,Jagvi Narasimhan,rhari@example.net,+916863190033,Male,21,87.1,2.5,0,Medium,No,10th,7.4,20,0,0
STU_578874,Kai Master,radhadeshmukh@example.net,+916711564183,Male,18,84.0,1.6,0,Medium,No,12th,4.3,63,1,0
STU_188454,Ojasvi Sur,sudiksha92@example.net,+916650000903,Female,18,79.0,7.0,0,High,No,10th,8.74,36,4,1
STU_428653,Rohan Muni,ogokhale@example.net,+916933385497,Male,19,83.9,2.7,0,Medium,No,10th,6.96,51,3,0
STU_260527,Utkarsh Sahni,grout@example.com,+918208837369,Female,19,90.2,2.2,1,Medium,No,10th,9.08,98,1,1
STU_316699,Ucchal Nadkarni,aishanithakkar@example.org,+918990190453,Female,21,86.0,4.3,0,High,No,12th,6.47,34,2,0
STU_416918,Zansi Keer,indali52@example.net,+919264232844,Female,19,95.0,0.9,1,High,Yes,10th,7.1,81,4,1
STU_505813,Rachita Garg,jagdishbiswas@example.org,+917445725880,Male,21,86.6,5.3,0,Medium,No,12th,7.7,30,3,1
STU_838536,Hredhaan Dalal,warinder58@example.org,+916290816846,Male,20,77.8,1.9,0,High,No,12th,7.95,90,3,0
STU_243302,Hemal Borah,samesh95@example.com,+918210514767,Female,18,90.4,14.0,0,Low,No,10th,7.13,23,2,0
STU_184948,Vasatika Bali,urvashi69@example.net,+919208711316,Female,23,97.5,4.4,0,Medium,No,12th,6.06,65,2,1
STU_844895,Odika Srinivas,cmohanty@example.org,+916500471492,Female,18,86.4,2.0,1,High,Yes,12th,6.82,41,1,1
STU_477252,Rachana Desai,talwarrushil@example.net,+918015933007,Female,21,94.9,3.9,0,Medium,No,12th,8.32,57,1,1
STU_125172,Sachi Mani,meghana17@example.org,+916911646029,Male,18,88.1,1.5,0,Medium,No,12th,8.7,66,2,0
STU_459421,Vrinda Soman,jatin22@example.com,+918114108706,Male,21,80.8,3.0,0,Medium,No,10th,6.2,38,1,0
STU_228387,Samaksh Garg,keerlavanya@example.org,+919306776829,Female,20,86.1,3.9,0,Medium,No,10th,6.23,68,2,0
STU_126691,Unnati Srinivasan,tristan16@example.org,+918952994871,Male,23,85.9,3.3,0,Low,No,10th,4.76,42,3,1
STU_783446,Harinakshi Som,solankialka@example.net,+917344517113,Male,22,81.3,4.4,1,Medium,No,12th,6.83,90,1,1
STU_841927,Harinakshi Rastogi,sonishravya@example.org,+917408587405,Female,22,73.3,4.4,0,Low,No,10th,6.85,50,0,0
STU_726021,Gaurang Sood,yagnesh81@example.org,+916346843561,Female,20,91.9,1.3,0,Medium,No,12th,8.12,89,2,0
STU_848620,Theodore Boase,gopal62@example.net,+918901907348,Male,22,92.6,3.0,1,Medium,No,12th,6.8,59,1,0
STU_594036,Pahal Mitter,yochanasamra@example.net,+919937818867,Male,20,90.5,4.8,0,Low,No,10th,7.51,31,2,1
STU_712101,Vinaya Pradhan,useth@example.org,+917821801694,Male,20,93.0,4.0,0,Low,No,12th,5.9,63,1,0
STU_980526,Ekansh Manda,tara20@example.org,+917287373529,Male,20,69.7,1.4,0,Low,No,10th,7.7,87,1,1
STU_140526,Wishi Bobal,sandalvamakshi@example.com,+919301739296,Male,20,86.4,3.8,1,Medium,No,10th,7.43,63,2,0
STU_492637,Balvan Chaudhary,lakshitkrishnan@example.com,+916140321392,Male,23,85.8,2.5,1,High,Yes,12th,7.42,77,1,0
STU_333631,Ekani Garde,bahrikala@example.org,+916824762096,Male,20,92.4,1.2,0,High,No,10th,7.1,83,3,1
STU_737995,Zaid Balasubramanian,tanveerray@example.com,+919730284088,Female,22,89.2,5.2,0,High,No,10th,6.86,21,0,0
